translatedText,text
ìbújáde,outbreak
ariwo,outburst
ìbúgbàù,outbursts
alaibikita,outcast
olofin,outlaw
outmoded,outmoded
outrageous,outrageous
outrageously,outrageously
ibinu,outrageousness
ibinu,outrages
ode,outsider
lori-sise,over-acted
apọju,over-awe
lori-iwontunwonsi,over-balanced
apọju,over-hyped
lori-owole,over-priced
lori-idiyele,over-valuation
apọju,overact
apọju,overacted
overawe,overawe
apọju,overbalance
overbalanced,overbalanced
apọju,overbearing
apọju,overbearingly
apọju,overblown
apọju,overdo
apọju,overdone
tipẹ,overdue
apọju,overemphasize
igbona pupọ,overheat
apọju,overkill
apọju,overloaded
gbojufo,overlook
ti san,overpaid
apọju,overpayed
apọju,overplay
agbara,overpower
gbowolori,overpriced
apọju,overrated
overreach,overreach
bori,overrun
bò,overshadow
alabojuto,oversight
oversights,oversights
apọju,oversize
àṣejù,overstate
apọju,overstated
apọju,overstates
overtaxed,overtaxed
bì ṣubu,overthrow
bì ṣubu,overthrows
danu,overturn
rẹwẹsi,overwhelm
rẹwẹsi,overwhelmed
lagbara,overwhelming
lagbara,overwhelmingly
bori,overwhelms
aṣeju,overzealous
apọju,overzealously
apọju,overzelous
irora,painful
irora,painfull
ni irora,painfully
irora,pains
bia,pale
pale,pales
kekere,paltry
pan,pan
pandemonium,pandemonium
pander,pander
pandering,pandering
panders,panders
ijaaya,panick
ijaaya,panicking
panicky,panicky
paradoxical,paradoxical
paradoxically,paradoxically
paralize,paralize
paralyzed,paralyzed
paranoia,paranoia
paranoid,paranoid
parasite,parasite
pariah,pariah
orin,parody
ojúsàájú,partiality
ẹlẹgbẹ,partisan
awọn alabaṣepọ,partisans
passe,passe
palolosi,passiveness
pathetically,pathetically
patronize,patronize
ailagbara,paucity
talaka,pauper
paupers,paupers
agbapada,payback
oto,peculiar
lọtọ,peculiarly
ẹlẹsẹ,pedantic
bó,peeled
peeve,peeve
peeved,peeved
peevish,peevish
peevishly,peevishly
fìyà jẹni,penalize
aladun,perfidious
turari,perfidity
iṣẹ ṣiṣe,perfunctory
ewu,perilous
ewu,perilously
ṣègbé,perish
pernicious,pernicious
idaamu,perplex
idaamu,perplexing
idaamu,perplexity
inunibini,persecution
pertinacious,pertinacious
pertinaciously,pertinaciously
pertinacity,pertinacity
perturb,perturb
kaakiri,pervasive
arekereke,perverse
arekereke,perversely
arekereke,perversion
arekereke,perversity
agabagebe,pervert
arekereke,perverted
arekereke,perverts
pessimistically,pessimistically
kokoro,pest
ajakaye -arun,pestilent
petrify,petrify
pettifog,pettifog
kekere,petty
phobia,phobia
airoju,phony
agbẹru,picket
picketed,picketed
kekeke,picketing
pickets,pickets
iyan,picky
ẹlẹdẹ,pig
elede,pigs
ikogun,pillage
irọri,pillory
pimple,pimple
fun pọ,pinch
àánú,pitiable
aanu,pitiful
laanu,pitifully
alailera,pitiless
aibanujẹ,pitilessly
pittance,pittance
plagiarize,plagiarize
ìyọnu,plague
plasticky,plasticky
nkan isere,plaything
ẹbẹ,plea
ẹbẹ,pleas
plebeian,plebeian
ipọnju,plight
Idite,plot
awọn alagbimọ,plotters
arekereke,ploy
ikogun,plunder
afinipaya,plunderer
asan,pointless
lainidi,pointlessly
majele,poisonous
majele,poisonously
pokey,pokey
poky,poky
polarization,polarisation
polemize,polemize
idoti,polution
igberaga,pompous
ibi,poorly
posturing,posturing
pout,pout
prate,prate
pratfall,pratfall
prattle,prattle
precarious,precarious
precariously,precariously
rọ,precipitate
precipitous,precipitous
apanirun,predatory
ipọnju,predicament
ṣe idajọ,prejudge
ikorira,prejudice
eta'nu,prejudices
alatako,prejudicial
premeditated,premeditated
ṣe aniyan,preoccupy
preposterous,preposterous
preposterously,preposterously
ìkùgbù,presumptuous
ìkùgbù,presumptuously
itanra,pretence
itanra,pretense
alagidi,pretentious
pretentiously,pretentiously
prevaricate,prevaricate
gbowolori,pricey
iye owo,pricier
prickle,prickle
prickles,prickles
igberaga,prideful
Prik,prik
atijo,primitive
iṣoro,problematic
sun siwaju,procrastinate
sun siwaju,procrastinates
idaduro,procrastination
alaimọ,profane
aibuku,profanity
fàyègba,prohibit
eewọ,prohibitive
ni ilodi si,prohibitively
ṣe ikede,propagandize
ohun -ini,proprietary
fi ehonu han,protested
pẹ,protracted
imunibinu,provocation
àkìjà,provocative
pry,pry
pugnacious,pugnacious
pugnaciously,pugnaciously
pugnacity,pugnacity
Punch,punch
ijiya,punishable
pọnki,punk
puny,puny
ọmọlangidi,puppet
awọn ọmọlangidi,puppets
adojuru,puzzlement
iruju,puzzling
quack,quack
alaafia,qualm
awọn aibanujẹ,qualms
idaamu,quandary
ìjà,quarrel
ìjà,quarrellous
ìjà,quarrellously
ìjà,quarrels
ìjà,quarrelsome
ipọnju,quash
alaigbọran,queer
riri,quibble
jibiti,quibbles
idorikodo,quitter
rabid,rabid
racy,racy
yori,radical
ipilẹṣẹ,radicalization
yatq,radically
awọn ipilẹṣẹ,radicals
raged,ragged
ibinu,raging
iṣinipopada,rail
raked,raked
rampage,rampage
gbilẹ,rampant
ramshackle,ramshackle
ibinu,rancor
laileto,randomly
ipo,rankle
ranted,ranted
kigbe,ranting
rantingly,rantingly
ifipabanilopo,raped
ifipabanilopo,raping
oniruru,rascal
awọn aṣiwere,rascals
ariwo,rattle
riru,rattled
rattles,rattles
iparun,ravage
raving,raving
ifaseyin,reactionary
ọlọtẹ,rebellious
kọ,rebuff
bawi,rebuke
alaigbagbọ,recalcitrant
recant,recant
ipadasẹhin,recessionary
laibikita,recklessly
aibikita,recklessness
ifaseyin,recoil
recourses,recourses
apọju,redundancy
laiṣe,redundant
kiko,refusal
kọ,refuses
atunse,refutation
sẹ,refute
kọ,refuted
refutes,refutes
ṣiṣatunkọ,refuting
padasẹyin,regress
ipadasẹhin,regression
ifaseyin,regressive
banuje,regreted
banuje,regretfully
banuje,regrettable
banuje,regrettably
ijusile,rejection
ifasẹyin,relapse
lainidi,relentlessly
relentlessness,relentlessness
alaigbọran,reluctance
lọra,reluctant
lọra,reluctantly
ibanuje,remorseful
banuje,remorsefully
aibanujẹ,remorseless
laanu,remorselessly
aibanujẹ,remorselessness
kọ silẹ,renounce
renunciation,renunciation
ifesi,repel
atunwi,repetitive
ibawi,reprehensible
reprehensibly,reprehensibly
ẹgan,reprehension
alariwisi,reprehensive
atunse,repress
ifiagbaratemole,repression
repressive,repressive
ibawi,reprimand
ẹgan,reproach
ẹlẹgan,reproachful
bawi,reprove
ibawi,reprovingly
kọ,repudiate
ikorira,repudiation
korira,repugn
ìríra,repugnance
irira,repugnant
ìríra,repugnantly
ikorira,repulsing
ikorira,repulsive
repulsively,repulsively
ikorira,repulsiveness
binu,resent
ìkóríra,resentment
ifasilẹyin,resignation
resistance,resistance
isinmi,restlessness
ihamọ,restrictive
ajinde,resurgent
gbesan,retaliate
igbẹsan,retaliatory
idaduro,retardedness
retards,retards
reticent,reticent
fapada,retract
padasehin,retreated
igbẹsan,revengefully
tun pada,revert
ẹgan,revile
ẹgan,reviled
fagilee,revoke
ṣọtẹ,revolt
sote,revolting
rogbodiyan,revoltingly
ifilọlẹ,revulsion
revulsive,revulsive
rhapsodize,rhapsodize
aroye,rhetoric
aroye,rhetorical
olorin,ricer
ipaya,ridicule
ẹgan,ridicules
yeye,ridiculously
rife,rife
iyapa,rift
ìyapa,rifts
kosemi,rigid
gígan,rigidity
gígan,rigidness
rile,rile
riru,riled
ripi,rip
rip-pipa,rip-off
ripoff,ripoff
ya,ripped
eewu,risky
orogun,rival
orogun,rivalry
awọn ọna opopona,roadblocks
apata,rocky
Ole,rogue
rola kosita,rollercoaster
rot,rot
rotten,rotten
ti o ni inira,rough
rremediable,rremediable
idoti,rubbish
arínifín,rude
radu,rue
ruffian,ruffian
ruffle,ruffle
iparun,ruinous
ariwo,rumbling
iró,rumor
agbasọ,rumors
agbasọ,rumours
rirọ,rumple
ko lagbara,run-down
sa lo,runaway
rupture,rupture
ipata,rust
rusts,rusts
ipata,rusty
rut,rut
aláìláàánú,ruthless
laanu,ruthlessly
alainilaanu,ruthlessness
ruts,ruts
àpo,sack
rubọ,sacrificed
ibanuje,sadness
sag,sag
sagged,sagged
sagging,sagging
saggy,saggy
sags,sags
oloore,salacious
mimọ,sanctimonious
oje,sap
ẹgàn,sarcasm
sarcastically,sarcastically
sardonic,sardonic
sardonically,sardonically
sass,sass
satirical,satirical
satirize,satirize
iwa ika,savage
ti bajẹ,savaged
iwa ika,savagery
awọn onibajẹ,savages
irẹjẹ,scaly
sikandali,scandalize
scandalized,scandalized
scandalously,scandalously
sikandali,scandel
scandals,scandels
kekere,scant
aleebu,scar
ṣọwọn,scarce
ṣọwọn,scarcely
aito,scarcity
idẹruba,scarier
idẹruba,scariest
scarily,scarily
aleebu,scarred
awọn aleebu,scars
gbigbọn,scathing
lilu,scathingly
ẹgan,scoff
ẹgan,scoffingly
ti bawi,scolded
ibawi,scolding
ẹgan,scoldingly
gbigbona,scorching
gbigbona,scorchingly
ẹgan,scornfully
ẹlẹgbin,scoundrel
ẹgba,scourge
scowl,scowl
ijakadi,scramble
scrambled,scrambled
scrambles,scrambles
gbigbọn,scrambling
ajeku,scrap
họ,scratch
họ,scratched
scratches,scratches
scratchy,scratchy
screech,screech
dabaru-soke,screw-up
dabaru-soke,screwed-up
dabaru,screwy
ikọlu,scuff
scuffs,scuffs
ẹgbin,scum
ẹlẹgbin,scummy
kilasi keji,second-class
ipele keji,second-tier
asiri,secretive
sedentary,sedentary
elegede,seedy
sise,seethe
gbigbona,seething
ara-coup,self-coup
ara-lodi,self-criticism
ara-ṣẹgun,self-defeating
ara-iparun,self-destructive
itiju ara ẹni,self-humiliation
ire ara-eni,self-interest
ara-nife,self-interested
ti ara ẹni,self-serving
selfinterested,selfinterested
amotaraeninikan,selfishly
ologbele-retarded,semi-retarded
arugbo,senile
sensationalize,sensationalize
aironu,senseless
lainidi,senselessly
pataki,seriousness
waasu,sermonize
isinru,servitude
ṣeto,set-up
ifaseyin,setback
ifaseyin,setbacks
yiya,sever
idibajẹ,severity
sh*t,sh*t
itiju,shabby
ojiji,shadowy
ojiji,shady
gbon,shake
aijinile,shallow
itiju,sham
rirun,shambles
itiju,shamefully
itiju,shamefulness
itiju,shameless
itiju,shamelessly
itiju,shamelessness
eja Shaki,shark
ndinku,sharply
fọ,shatter
obinrin,shemale
dúdú,shimmer
shimmy,shimmy
rì ọkọ̀,shipwreck
shirk,shirk
alagbata,shirker
gbigbọn,shiver
iyalenu,shockingly
shoddy,shoddy
igba kukuru,short-lived
paṣipaarọ,shortchange
shortcoming,shortcoming
shortcomings,shortcomings
kukuru,shortness
oju kukuru,shortsighted
oju kukuru,shortsightedness
iṣafihan,showdown
igbe,shriek
gbigbọn,shrill
shrilly,shrilly
rirọ,shrivel
bora,shroud
ti a bo,shrouded
gbon,shrug
yago fun,shun
yago fun,shunned
ṣàìsàn,sicken
aisan,sickening
aisan,sickeningly
aisan,sickly
aisan,sickness
oju ọna,sidetrack
sidetracked,sidetracked
idoti,siege
sillily,sillily
rọrun,simplistic
simplistically,simplistically
ese,sin
elese,sinfully
ẹlẹṣẹ,sinister
aiṣododo,sinisterly
rì,sink
rì,sinking
egungun,skeletons
iyemeji,skeptically
afọwọya,sketchy
skimpy,skimpy
tinrin,skinny
skittish,skittish
skittishly,skittishly
skulk,skulk
ọlẹ,slack
ìbanilórúkọjẹ́,slander
abanijẹ,slanderer
abanijẹ́,slanderous
slanderously,slanderously
àwọn abanijẹ́,slanders
gbá,slap
pipa,slaughter
pa,slaughtered
ẹrú,slave
ẹrú,slaves
alaigbọran,sleazy
slime,slime
slog,slog
slogged,slogged
slogging,slogging
slogs,slogs
sloooooooooooooow,sloooooooooooooow
sloooow,sloooow
slooow,slooow
sloow,sloow
rọra,sloppily
ọlẹ,sloppy
ọlẹ,sloth
ọlẹ,slothful
lọra,slow
lọra-gbigbe,slow-moving
fa fifalẹ,slowed
Diedie,slower
o lọra,slowest
laiyara,slowly
fa fifalẹ,sloww
slowww,slowww
slowwww,slowwww
slug,slug
ṣubú,slump
sisun,slumping
sisun,slumpping
slur,slur
awọn ẹlẹgàn,sluts
arekereke,sly
lù,smack
kekere,smallish
fọ,smash
orun,smell
olfato,smelled
olfato,smelling
n run,smells
olfato,smelly
rùn,smelt
ẹfin,smoke
iboju sisun,smokescreen
olofin,smolder
gbígbóná,smoldering
yiya,smother
olofin,smoulder
gbígbóná,smouldering
gbó,smudge
rirun,smudged
rirun,smudges
rirun,smudging
rirun,smug
rirun,smugly
lilu,smut
arínifín,smuttier
ti o dun julọ,smuttiest
rirọ,smutty
snag,snag
gbamu,snagged
fifẹ,snagging
snags,snags
fifẹ,snappish
ni kiakia,snappishly
ìdẹkùn,snare
ologbon,snarky
ipọnju,snarl
ajiwo,sneak
sneakily,sneakily
ẹlẹgàn,sneer
ẹgan,sneering
ẹgan,sneeringly
snob,snob
ẹgbin,snobbish
imukuro,snobby
imukuro,snobish
awọn apanirun,snobs
bẹ-cal,so-cal
ọṣẹ,soapy
sob,sob
sober,sober
sobering,sobering
solicitude,solicitude
gidigidi,sorely
ọgbẹ,soreness
ibanuje,sorrowfully
ekan,sour
kikorò,sourly
spade,spade
nà,spank
inawo,spendy
gbo,spew
yán,spewed
fifa,spewing
awọn eeyan,spews
idasonu,spilling
alayipo,spinster
laibikita,spite
lilu,spitefully
iwa -ika,spitefulness
splatter,splatter
Pin,split
yapa,splitting
Bàjẹ,spoil
ikogun,spoilage
spoilages,spoilages
ti bajẹ,spoiled
ti bajẹ,spoilled
ikogun,spoils
spook,spook
alakikanju,spookier
ti o dara julọ,spookiest
laiyara,spookily
ẹlẹgbin,spooky
sibi-je,spoon-fed
sibi-kikọ,spoon-feed
spoonfed,spoonfed
lẹẹkọọkan,sporadic
abawọn,spotty
ẹlẹtàn,spurious
ẹgan,spurn
sputter,sputter
ìgbìyànjú,squabble
ìgbìyànjú,squabbling
ṣagbe,squander
Elegede,squash
kigbe,squeak
ariwo,squeaks
ariwo,squeaky
ariwo,squeal
ariwo,squealing
squeals,squeals
gbon,squirm
duro,stagnant
duro,stagnate
ipofo,stagnation
staid,staid
idoti,stain
awọn abawọn,stains
gbó,stale
idaduro,stalemate
ibùso,stalls
alagidi,stammer
iduro,standstill
giri,stark
tọkàntọkàn,starkly
ibanuje,startle
iyalẹnu,startling
iyalẹnu,startlingly
ebi,starvation
aimi,static
jiji,stealing
ga,steep
ga,steeply
strùn,stench
stereotypical,stereotypical
stereotypically,stereotypically
lile,stern
ipẹtẹ,stew
alalepo,sticky
lile,stiff
gígan,stiffness
stifle,stifle
stifling,stifling
stiflingly,stiflingly
àbùkù,stigma
abuku,stigmatize
ta,sting
ìrora,stinging
ìkọra,stingingly
rùn,stink
inrùn,stinks
alaigbọran,stodgy
ji,stole
abọ,stooge
stooges,stooges
iji,stormy
igigirisẹ,straggle
straggler,straggler
igara,strain
igara,strained
igara,straining
alejò,stranger
strangest,strangest
pa,strangle
ṣiṣan,streaky
ìnìra,strenuous
wahala,stress
awọn aapọn,stresses
ni eni lara,stressful
wahala,stressfully
ti o muna,strict
muna,strictly
strident,strident
stridently,stridently
ìjà,strife
lile,stringent
stringently,stringently
strut,strut
abori,stubbornly
agidi,stubbornness
nkanju,stuffy
kọsẹ,stumble
kọsẹ,stumbled
kọsẹ,stumbles
kùkùté,stump
stumped,stumped
stumps,stumps
ikọlu,stun
stunt,stunt
stunted,stunted
omugo,stupidest
omugo,stupidity
omugo,stupified
omugo,stupify
omugo,stupor
stutter,stutter
stuttered,stuttered
ìkọra,stuttering
ìkọlù,stutters
ara,sty
alarinrin,stymied
sub-par,sub-par
ṣẹgun,subdued
tunmọ,subjected
ìtẹríba,subjection
tẹriba,subjugate
ìtẹríba,subjugation
tẹriba,submissive
ìsàlẹ̀,subordinate
ipe ase,subpoena
awọn iwe -aṣẹ,subpoenas
ifarabalẹ,subservience
oniranlọwọ,subservient
alainiṣẹ,substandard
Yọkuro,subtract
subversion,subversion
subversively,subversively
yiyipada,subvert
tẹriba,succumb
ti fa mu,sucked
ọmu,sucker
sucky,sucky
bẹbẹ,sue
lẹjọ,sued
gbingbin,sueing
awọn ẹjọ,sues
jìyà,suffered
olufaragba,sufferer
awọn alaisan,sufferers
imukuro,suffocate
suga-ndan,sugar-coat
ti a bo suga,sugar-coated
ti a fi awọ ṣe,sugarcoated
eruku,sulk
ẹlẹgàn,sully
ya,sunder
rì,sunk
rì,sunken
lasan,superficial
superficiality,superficiality
lasan,superficially
apọju,superfluous
ohun asan,superstition
superstitious,superstitious
tẹmọlẹ,suppress
imukuro,suppression
tẹriba,surrender
ni ifaragba,susceptible
ifura,suspicion
ifura,suspicions
ni ifura,suspiciously
swagger,swagger
swamped,swamped
lagun,sweaty
wú,swelled
wiwu,swelling
ra,swipe
wú,swollen
aami aisan,symptom
awọn aami aisan,symptoms
ailera,syndrome
taboo,taboo
ẹlẹgẹ,tacky
taint,taint
alaimọ,tainted
fọpa,tamper
tangle,tangle
tangled,tangled
tangles,tangles
ojò,tank
tanked,tanked
awọn tanki,tanks
ibinu,tantrum
pẹkipẹki,tardy
tarnish,tarnish
ti bajẹ,tarnished
tarnishes,tarnishes
tarnishing,tarnishing
ti bajẹ,tattered
ṣáátá,taunt
ṣáátá,taunting
ẹgan,tauntingly
ṣáátá,taunts
taut,taut
tawdry,tawdry
owo -ori,taxing
yọ lẹnu,tease
lasan,teasingly
tedious,tedious
tediously,tediously
temerity,temerity
ibinu,temper
iji,tempest
idanwo,temptation
tutu,tenderness
atokun,tentative
tọkàntọkàn,tentatively
tenuous,tenuous
tenuously,tenuously
tepid,tepid
ẹru,terribleness
ẹru-jiini,terror-genic
ipanilaya,terrorism
ni idanwo,testily
idanwo,testy
tetchily,tetchily
tetchy,tetchy
alaimoore,thankless
nipon,thicker
oungbe,thirst
laini ironu,thoughtlessly
aironu,thoughtlessness
ipọnju,thrash
ẹlẹni -mẹta,threesome
lu,throb
lilu,throbbed
lilu,throbbing
ọfun,throbs
finasi,throttle
onijagidijagan,thug
atampako-isalẹ,thumb-down
atampako-isalẹ,thumbs-down
akoko ilo,time-consuming
itiju,timidity
pelu itiju,timidly
ìtìjú,timidness
tin-y,tin-y
tingled,tingled
tingling,tingling
suuru,tiresome
agara,tiring
tiringly,tiringly
làálàá,toil
Owo-ipe,toll
oke-eru,top-heavy
topple,topple
ijiya,torment
joró,tormented
odò,torrent
ẹlẹtan,tortuous
onilara,torturous
torturously,torturously
ifọwọkan,touchy
líle,toughness
majele,toxic
traduce,traduce
laanu,tragically
ẹlẹtan,traitor
ẹlẹtan,traitorous
traitorously,traitorously
tramp,tramp
tẹmọlẹ,trample
olurekọja,transgress
irekọja,transgression
idẹkùn,traped
idọti,trash
idọti,trashed
idoti,trashy
traumatically,traumatically
traumatize,traumatize
traumatized,traumatized
travesties,travesties
arekereke,treacherous
arekereke,treacherously
arekereke,treachery
omoluabi,trick
ẹtan,tricky
bintin,trivial
lasan,trivialize
wahala,troublemaker
onijogbon,troublesome
wahala,troublesomely
idaamu,troubling
idaamu,troublingly
alaigbagbọ,truant
iṣubu,tumble
tumbled,tumbled
tumbles,tumbles
rudurudu,tumultuous
rudurudu,turbulent
rudurudu,turmoil
lilọ,twist
ayidayida,twisted
lilọ,twists
oju meji,two-faced
oju meji,two-faces
alagidi,tyrannical
tyrannically,tyrannically
iwa ikapa,tyranny
alade,tyrant
ugh,ugh
buruju,uglier
buruju,ugliest
ilosiwaju,ugliness
ti ita,ulterior
ultimatum,ultimatum
ultimatums,ultimatums
olekenka-lile,ultra-hardline
un-viewable,un-viewable
lagbara,unable
itẹwẹgba,unacceptablely
itẹwẹgba,unacceptably
ti ko le wọle,unaccessible
alaimo,unaccustomed
unachievable,unachievable
ti ko ṣee ṣe,unaffordable
alailera,unappealing
alailera,unattractive
laigba,unauthentic
ko si,unavailable
laiṣe,unavoidably
ti ko le farada,unbearable
ti ko le farada,unbearablely
alaigbagbọ,unbelievably
aibikita,uncaring
alaigbagbọ,uncivil
alailagbara,uncivilized
alaimọ,unclean
ko gba,uncollectible
korọrun,uncomfortably
uncomfy,uncomfy
idije,uncompetitive
alaigbagbọ,uncompromising
lainidi,uncompromisingly
aiṣedeede,unconstitutional
ti ko ni iṣakoso,uncontrolled
alaigbagbọ,unconvincing
ti ko ni idaniloju,unconvincingly
ajumose,uncooperative
aiṣedeede,uncouth
alailẹgbẹ,uncreative
aisọye,undefined
aiṣedeede,undependability
aiṣedeede,undependable
abẹ abẹ,undercut
undercuts,undercuts
abẹ abẹ,undercutting
underdog,underdog
underlings,underlings
ti ko sanwo,underpaid
lágbára,underpowered
undersized,undersized
ti ko ni ipinnu,undetermined
undid,undid
alainilara,undignified
ti ko yanju,undissolved
ti ko ni iwe -aṣẹ,undocumented
paarẹ,undone
aiṣedeede,undue
alaafia,unease
lainidi,uneasily
aibanujẹ,uneasiness
aje -aje,uneconomical
alainiṣẹ,unemployed
aiṣedeede,uneven
uneventful,uneventful
airotẹlẹ,unexpected
lairotele,unexpectedly
ti ko ṣe alaye,unexplained
aiṣedeede,unfairly
alaisododo,unfaithful
alaisododo,unfaithfully
aimọ,unfamiliar
aigbagbe,unfavorable
alailagbara,unfeeling
ti ko pari,unfinished
ko yẹ,unfit
airotẹlẹ,unforeseen
alaforiji,unforgiving
lailoriire,unfortunate
laanu,unfortunately
alaimoye,unfounded
aisore,unfriendly
ti ko ni owo,unfunded
alaiṣakoso,ungovernable
alaimoore,ungrateful
lailoriire,unhappily
idunnu,unhappiness
alailere,unhelpful
iṣọkan,unilateralism
airotẹlẹ,unimaginable
lairotẹlẹ,unimaginably
ko ṣe pataki,unimportant
aimọ,uninformed
ti ko ni iṣeduro,uninsured
alaimoye,unintelligible
alaimoye,unintelligile
alailẹgbẹ,unipolar
alaiṣedede,unjustifiable
lare,unjustifiably
lare,unjustified
lọna aitọ,unjustly
alaanu,unkind
laanu,unkindly
aimọ,unknown
alainilara,unlamentable
lainidi,unlamentably
arufin,unlawful
ni ilodi si,unlawfully
arufin,unlawfulness
tu silẹ,unleash
ti ko ni iwe -aṣẹ,unlicensed
išẹlẹ ti,unlikely
lailoriire,unlucky
ti ko ni i,unmoved
atubotan,unnatural
lainidii,unnaturally
kobojumu,unnecessary
ko wulo,unneeded
unnerve,unnerve
ti ko ni idamu,unnerved
aibanujẹ,unnerving
alaigbọran,unnervingly
ti ko ṣe akiyesi,unnoticed
ti ko ṣe akiyesi,unobserved
alaigbagbọ,unorthodox
aiṣododo,unorthodoxy
alainidunnu,unpleasant
awọn aibanujẹ,unpleasantries
ti ko gbale,unpopular
airotẹlẹ,unpredictable
ko mura sile,unprepared
alaileso,unproductive
alailere,unprofitable
unprove,unprove
ti ko ni idaniloju,unproved
ti ko ni idaniloju,unproven
unproves,unproves
alailere,unproving
kò tóótun,unqualified
unravel,unravel
unraveled,unraveled
de ọdọ,unreachable
ti ko ṣee ka,unreadable
otitọ.O,unrealistic
àìní'ronú,unreasonable
lainidi,unreasonably
ailopin,unrelenting
alaigbọran,unrelentingly
aigbagbọ,unreliability
alaigbagbọ,unreliable
ti ko yanju,unresolved
alaigbọran,unresponsive
rogbodiyan,unrest
alaigbọran,unruly
ailewu,unsafe
alaitẹlọrun,unsatisfactory
alainilara,unsavory
alaigbagbọ,unscrupulous
lainidi,unscrupulously
alailewu,unsecure
ti ko dara,unseemly
aibalẹ,unsettle
rudurudu,unsettling
aibalẹ,unsettlingly
alaimoye,unskilled
alailera,unsound
ti a ko le so,unspeakable
lairi,unspeakablely
ti ko ṣe alaye,unspecified
lainidi,unsteadily
aiṣedeede,unsteadiness
alaiduro,unsteady
ti ko ni aṣeyọri,unsuccessful
laisi aṣeyọri,unsuccessfully
alatilẹyin,unsupportive
airotẹlẹ,unsuspecting
ailopin,unsustainable
untenable,untenable
ti ko ni idanwo,untested
airotẹlẹ,unthinkable
unthinkably,unthinkably
lásìkò,untimely
ti ko kan,untouched
kii ṣe otitọ,untrue
alaigbagbọ,untrustworthy
alaisododo,untruthful
ilokulo,unusable
laiṣe,unusably
unuseable,unuseable
unuseably,unuseably
dani,unusual
dani,unusually
unviewable,unviewable
alaimoye,unwarranted
awadi,unwatchable
aabọ,unwelcome
alailera,unwell
alailagbara,unwieldy
aifẹ,unwilling
aifẹ,unwillingly
aifẹ,unwillingness
alaimoye,unwise
alaimoye,unwisely
ko ṣiṣẹ,unworkable
alaigbọran,unyielding
igberaga,upbraid
ariwo,upheaval
uprising,uprising
ariwo,uproar
ariwo,uproarious
ariwo,uproariously
ariwo,uproarous
uproarously,uproarously
gbongbo,uproot
ibanuje,upseting
ibanuje,upsettingly
usurp,usurp
oluya,usurper
patapata,utterly
alarinkiri,vagrant
aiṣedeede,vagueness
asan,vain
lásán,vainly
asan,vanity
igara,vehement
ni kiakia,vehemently
ẹsan,vengeance
ẹsan,vengeful
ẹsan,vengefully
ẹsan,vengefulness
oró,venom
oró,venomous
oró,venomously
iho,vent
vestiges,vestiges
wahala,vex
inira,vexingly
gbọn,vibrate
titaniji,vibrated
gbigbọn,vibrates
titaniji,vibrating
gbigbọn,vibration
igbakeji,vice
viciously,viciously
iwa ika,viciousness
ẹgan,vileness
vilify,vilify
buburu,villainous
villainously,villainously
villains,villains
villian,villian
villianous,villianous
villianously,villianously
villify,villify
ẹsan,vindictive
vindictively,vindictively
idalare,vindictiveness
ṣẹ,violation
alaṣẹ,violator
violators,violators
agbara,violently
paramọlẹ,viper
virulence,virulence
virulently,virulently
kòkòrò àrùn fáírọọsì,virus
vociferously,vociferously
iyipada,volatile
iyipada,volatility
eebi,vomit
eebi,vomited
eebi,vomiting
eebi,vomits
ẹlẹgàn,vulgar
wack,wack
pohùnréré ẹkún,wail
rọ,wallow
eni,wane
kikuru,waning
ifẹkufẹ,wanton
ogun-bi,war-like
warily,warily
ijafafa,wariness
ogun bi,warlike
ogun,warp
ike,warped
ṣọra,wary
wẹ-jade,washed-out
egbin,wasteful
egbin,wastefulness
omi-silẹ,water-down
mbomirin,watered-down
alagidi,wayward
alailagbara,weaken
irẹwẹsi,weakening
alailagbara,weaker
ailagbara,weaknesses
agara,weariness
rirẹ,wearisome
gbe,wedge
igbo,weed
iyalẹnu,weirdly
kẹkẹ,wheedle
ariwo,whimper
kigbe,whine
ikigbe,whining
ariwo,whiny
pàṣán,whips
panṣaga,whores
buburu,wickedly
iwa buburu,wickedness
egan,wild
igboro,wildly
arekereke,wiles
wilt,wilt
wily,wily
wimpy,wimpy
waini,wince
riru,wobble
wobbled,wobbled
wobbles,wobbles
egbé,woe
ègbé,woefully
obinrin,womanizer
obinrin,womanizing
ni aibalẹ,worriedly
worrier,worrier
iṣoro,worries
aibalẹ,worrisome
ni aibalẹ,worryingly
lásán,worthlessly
lásán,worthlessness
ọgbẹ,wound
ọgbẹ,wounds
ìjà,wrangle
ibinu,wrath
ibajẹ,wreak
ti bajẹ,wreaked
wreaks,wreaks
ìjàkadì,wrest
ìjàkadì,wrestle
ibanuje,wretch
aburu,wretched
ibanuje,wretchedly
ibanujẹ,wretchedness
wrinkle,wrinkle
wrinkled,wrinkled
wrinkles,wrinkles
yiya,wrip
nà,wripped
wripping,wripping
kikọ,writhe
ti ko tọ,wrongful
ni aṣiṣe,wrongly
ṣe,wrought
ariwo,yawn
zap,zap
ti yan,zapped
awọn zaps,zaps
onítara,zealous
itara,zealously
zombie,zombie
ifasilẹ,abandonment
aberrant,aberrant
aberration,aberration
itiju,abject
imukuro,abolition
iṣẹyun,abortion
abortive,abortive
abrasion,abrasion
fagilee,abrogate
abẹrẹ,abscess
nílé,absent
isansa,absenteeism
opo,abundance
olufisun,accusative
olufisun,accuser
acid,acid
actionable,actionable
paramọlẹ,adder
