word,translatedText
overrun,overrun
overshadow,inuwantuwa
oversight,kulawa
oversights,kulawa
oversize,cika girma
overstate,wuce gona da iri
overstated,karin bayani
overstates,karin bayani
overtaxed,karin haraji
overthrow,tumbuke
overthrows,juji
overturn,kifar da ita
overwhelm,cika
overwhelmed,cika
overwhelming,saran
overwhelmingly,da ƙari
overwhelms,mamaye
overzealous,yawan kishi
overzealously,yawan kishi
overzelous,wuce gona da iri
painful,mai raɗaɗi
painfull,mai raɗaɗi
painfully,da zafi
pains,zafi
pale,kodadde
pales,pales
paltry,maras kyau
pan,kwanon rufi
pandemonium,annoba
pander,dafa
pandering,pandering
panders,panders
panick,firgita
panicking,tsoro
panicky,tsoro
paradoxical,sabanin ra'ayi
paradoxically,sabanin haka
paralize,paralize
paralyzed,shanyayyen
paranoia,paranoia
paranoid,rashin hankali
parasite,m
pariah,pariah
parody,wasan barkwanci
partiality,son zuciya
partisan,bangaranci
partisans,'yan bangar siyasa
passe,wucewa
passiveness,wucewa
pathetically,pathetically
patronize,tallata
paucity,rashin wadata
pauper,talakawa
paupers,barayin
payback,biya
peculiar,peculiar
peculiarly,peculiarly
pedantic,mai tafiya
peeled,bawo
peeve,peeve
peeved,peeke
peevish,peivish
peevishly,peevishly
penalize,hukunta
perfidious,mai kamshi
perfidity,kamshi
perfunctory,abin aiki
perilous,haɗari
perilously,cikin haɗari
perish,halaka
pernicious,lalatattu
perplex,rikitarwa
perplexing,rikicewa
perplexity,rikicewa
persecution,tsanantawa
pertinacious,mai amfani
pertinaciously,akasi
pertinacity,pertinacity
perturb,rikicewa
pervasive,ko'ina
perverse,karkace
perversely,karkace
perversion,karkatarwa
perversity,karkatarwa
pervert,karkace
perverted,karkace
perverts,masu karkatarwa
pessimistically,rashin tsammani
pest,kwaro
pestilent,annoba
petrify,karawa
pettifog,karashan
petty,karama
phobia,phobia
phony,phony
picket,mai tsami
picketed,tsamiya
picketing,kayan cin abinci
pickets,tsinke
picky,karba
pig,alade
pigs,aladu
pillage,ganima
pillory,matashin kai
pimple,pimple
pinch,tsunkule
pitiable,abin tausayi
pitiful,mai tausayi
pitifully,abin tausayi
pitiless,mara tausayi
pitilessly,rashin tausayi
pittance,rarar kudi
plagiarize,sata
plague,annoba
plasticky,roba
plaything,wasa
plea,roƙo
pleas,roko
plebeian,beasassun
plight,wahala
plot,mãkirci
plotters,masu makirci
ploy,makirci
plunder,waso
plunderer,ganima
pointless,mara ma'ana
pointlessly,mara ma'ana
poisonous,mai guba
poisonously,mai guba
pokey,pokey
poky,Paiy
polarisation,rarrabuwar kai
polemize,karin bayani
polution,ruwan sha
pompous,girman kai
poorly,talauci
posturing,aikawa
pout,nunawa
prate,prate
pratfall,pratfall
prattle,prattle
precarious,aminci
precariously,cikin damuwa
precipitate,zuga
precipitous,precipitous
predatory,mai farauta
predicament,mawuyacin hali
prejudge,prejudge
prejudice,son zuciya
prejudices,son zuciya
prejudicial,nuna bambanci
premeditated,shirya
preoccupy,shagaltarwa
preposterous,preposterous
preposterously,preposterously
presumptuous,girman kai
presumptuously,girman kai
pretence,riya
pretense,riya
pretentious,mai annamimanci
pretentiously,hakansamun
prevaricate,prevaricate
pricey,m
pricier,farashi mai tsada
prickle,abin wasa
prickles,abin birgewa
prideful,girman kai
prik,kyauta
primitive,m
problematic,matsala
procrastinate,jinkirta
procrastinates,jinkirtawa
procrastination,jinkirtawa
profane,rashin ladabi
profanity,zagi
prohibit,hana
prohibitive,mai hana
prohibitively,hanawa
propagandize,farfaganda
proprietary,mallaki
protested,nuna rashin amincewa
protracted,tsawaita
provocation,tsokana
provocative,tsokana
pry,nuna
pugnacious,mubarak
pugnaciously,pugnaciously
pugnacity,pugnacity
punch,naushi
punishable,hukuncin mutum
punk,fandare
puny,puny
puppet,yar tsana
puppets,'yar tsana
puzzlement,rudani
puzzling,m
quack,kwaso
qualm,kwasfa
qualms,damuwa
quandary,quandary
quarrel,rigima
quarrellous,rigima
quarrellously,cikin rigima
quarrels,rigima
quarrelsome,mai rigima
quash,quash
queer,kwata kwata
quibble,kwatankwacin
quibbles,kwari
quitter,dakatar
rabid,rabid
racy,racy
radical,m
radicalization,radicalization
radically,akidar
radicals,masu tsattsauran ra'ayi
ragged,ragged
raging,haushi
rail,dogo
raked,raked
rampage,ɓarnatarwa
rampant,yawaita
ramshackle,ramshackle
rancor,rancor
randomly,bazuwar
rankle,matsayi
ranted,yi ihu
ranting,raging
rantingly,cikin raha
raped,fyade
raping,fyade
rascal,mara hankali
rascals,'yan iska
rattle,ƙaras-ƙaras
rattled,jijjiga
rattles,raggo
ravage,ɓarna
raving,raving
reactionary,maimaitawa
rebellious,mai tawaye
rebuff,ƙi
rebuke,tsawata
recalcitrant,sakewa
recant,recant
recessionary,koma bayan tattalin arziki
recklessly,ba tare da la'akari ba
recklessness,rashin kulawa
recoil,koma baya
recourses,sake dawowa
redundancy,sakewa
redundant,ba tare da aiki ba
refusal,ƙi
refuses,ya ƙi
refutation,karyatawa
refute,musanta
refuted,karyata
refutes,ya karyata
refuting,karyatawa
regress,koma baya
regression,koma baya
regressive,koma baya
regreted,nadama
regretfully,nadama
regrettable,nadama
regrettably,nadama
rejection,kin amincewa
relapse,sake dawowa
relentlessly,ba tare da jinkiri ba
relentlessness,sakewa
reluctance,rashin so
reluctant,m
reluctantly,ba da son rai ba
remorseful,mai nadama
remorsefully,nadama
remorseless,nadama
remorselessly,tuba
remorselessness,nadama
renounce,barranta
renunciation,sakewa
repel,tare
repetitive,maimaitawa
reprehensible,abin zargi
reprehensibly,abin zargi
reprehension,tunani
reprehensive,m
repress,danne
repression,danniya
repressive,danniya
reprimand,tsawata
reproach,zargi
reproachful,abin zargi
reprove,tsawatar
reprovingly,karawa
repudiate,ƙi
repudiation,watsi
repugn,repugn
repugnance,ƙyama
repugnant,abin ƙyama
repugnantly,rama
repulsing,sakewa
repulsive,abin ƙyama
repulsively,da karfi
repulsiveness,sakewa
resent,fushi
resentment,bacin rai
resignation,murabus
resistance,juriya
restlessness,rashin natsuwa
restrictive,ƙuntatawa
resurgent,sake farfadowa
retaliate,rama
retaliatory,ramawa
retardedness,koma baya
retards,koma baya
reticent,reticant
retract,janyewa
retreated,ja da baya
revengefully,ramawa
revert,koma
revile,kushe
reviled,zagi
revoke,sakewa
revolt,tawaye
revolting,tawaye
revoltingly,tawaye
revulsion,sakewa
revulsive,mai wartsakewa
rhapsodize,rhapsodize
rhetoric,magana
rhetorical,rhetorical
ricer,arziki
ridicule,izgili
ridicules,ba'a
ridiculously,ba'a
rife,rife
rift,ɓarkewa
rifts,tsagewa
rigid,m
rigidity,taurin kai
rigidness,taurin kai
rile,rile
riled,riled
rip,yage
rip-off,zamba
ripoff,zamba
ripped,yage
risky,haɗari
rival,kishiya
rivalry,kishiya
roadblocks,toshe hanyoyi
rocky,m
rogue,dan damfara
rollercoaster,abin nadi
rot,ruɓa
rotten,ruɓaɓɓe
rough,m
rremediable,abin gyarawa
rubbish,shara
rude,rashin ladabi
rue,Rue
ruffian,ruffian
ruffle,ruffle
ruinous,mai lalacewa
rumbling,ƙara
rumor,jita-jita
rumors,jita-jita
rumours,jita-jita
rumple,ƙara
run-down,run-down
runaway,runaway
rupture,fashewa
rust,tsatsa
rusts,rustsai
rusty,mai tsatsa
rut,rut
ruthless,mara tausayi
ruthlessly,rashin tausayi
ruthlessness,rashin tausayi
ruts,ruts
sack,buhu
sacrificed,hadaya
sadness,bakin ciki
sag,sag
sagged,sagged
sagging,sagging
saggy,saggy
sags,sags
salacious,salacious
sanctimonious,tsarkakakke
sap,ruwan itace
sarcasm,sarcasm
sarcastically,da izgili
sardonic,sardonic
sardonically,sardonically
sass,sass
satirical,satirical
satirize,satirize
savage,dabbanci
savaged,savaged
savagery,dabbanci
savages,dabbanci
scaly,fure
scandalize,abin kunya
scandalized,abin kunya
scandalously,abin kunya
scandel,abin kunya
scandels,abun kunya
scant,kadan
scar,tabo
scarce,wanda bai isa ba
scarcely,da kyar
scarcity,karanci
scarier,firgita
scariest,mafi ban tsoro
scarily,ban tsoro
scarred,tabo
scars,tabo
scathing,watsa
scathingly,a hankali
scoff,izgili
scoffingly,cikin raha
scolded,tsawata
scolding,tsawatarwa
scoldingly,tsawa
scorching,zafi
scorchingly,da zafi sosai
scornfully,cikin izgili
scoundrel,dan iska
scourge,annoba
scowl,scowl
scramble,scramble
scrambled,rikitarwa
scrambles,takaddama
scrambling,scrambling
scrap,tarkace
scratch,karce
scratched,karce
scratches,karce
scratchy,karce
screech,screech
screw-up,dunƙule-up
screwed-up,dunƙule-up
screwy,mai hankali
scuff,scuff
scuffs,scuffs
scum,kumbura
scummy,scummy
second-class,aji biyu
second-tier,mataki na biyu
secretive,na sirri
sedentary,na zaune
seedy,iri
seethe,tafasa
seething,dafa abinci
self-coup,juyin mulkin kai
self-criticism,kushe kai
self-defeating,cin mutuncin kai
self-destructive,kai mai halakarwa
self-humiliation,kaskantar da kai
self-interest,son kai
self-interested,son kai
self-serving,son kai
selfinterested,sha'awa
selfishly,mai son kai
semi-retarded,rabin-jinkiri
senile,senile
sensationalize,ji da hankali
senseless,mara hankali
senselessly,wauta
seriousness,tsanani
sermonize,wa'azi
servitude,bautar
set-up,saiti
setback,koma baya
setbacks,koma baya
sever,yanke
severity,tsanani
sh*t,sh * t
shabby,shaba
shadowy,inuwa
shady,inuwa
shake,girgiza
shallow,m
sham,sham
shambles,shambles
shamefully,abin kunya
shamefulness,abin kunya
shameless,mara kunya
shamelessly,mara kunya
shamelessness,rashin kunya
shark,shark
sharply,kaifa
shatter,farfasa
shemale,shemale
shimmer,shimmer
shimmy,shimmy
shipwreck,lalacewar jirgin ruwa
shirk,shirka
shirker,shirker
shiver,rawar jiki
shockingly,a gigice
shoddy,shoddy
short-lived,gajere
shortchange,gajere
shortcoming,gazawa
shortcomings,gazawa
shortness,gajarta
shortsighted,rashin hangen nesa
shortsightedness,rashin hangen nesa
showdown,nunawa
shriek,ihu
shrill,shrill
shrilly,shrilly
shrivel,shrivel
shroud,shroud
shrouded,an rufe
shrug,shrug
shun,guji
shunned,nisanta
sicken,rashin lafiya
sickening,rashin lafiya
sickeningly,mara lafiya
sickly,rashin lafiya
sickness,ciwo
sidetrack,gefen hanya
sidetracked,karkace
siege,kewayewa
sillily,sillily
simplistic,mai sauƙin fahimta
simplistically,cikin sauki
sin,zunubi
sinfully,da zunubi
sinister,sinister
sinisterly,ba daidai ba
sink,nutse
sinking,nutsuwa
skeletons,kwarangwal
skeptically,cikin shakka
sketchy,zane
skimpy,skimpy
skinny,fata
skittish,skittish
skittishly,skittishly
skulk,skulk
slack,slack
slander,batanci
slanderer,mai tsegumi
slanderous,mai kazafi
slanderously,tsegumi
slanders,batanci
slap,mara
slaughter,yanka
slaughtered,yanka
slave,bawa
slaves,bayi
sleazy,m
slime,slime
slog,slog
slogged,slogged
slogging,slogging
slogs,slogs
sloooooooooooooow,sloooooooooooooow
sloooow,sloooow
slooow,slooow
sloow,maras kyau
sloppily,slppily
sloppy,maras kyau
sloth,kasala
slothful,maras amfani
slow,a hankali
slow-moving,ahankali-mai motsi
slowed,ragu
slower,a hankali
slowest,a hankali
slowly,ahankali
sloww,jinkirin
slowww,slowww
slowwww,a hankaliwww
slug,tutsar sulug
slump,raguwa
slumping,zubewa
slumpping,kwantawa
slur,slur
sluts,sluts
sly,wawa
smack,fasa
smallish,karami
smash,fasa
smell,wari
smelled,wari
smelling,ƙamshi
smells,wari
smelly,wari
smelt,narke
smoke,hayaki
smokescreen,madubin kankara
smolder,smolder
smoldering,ƙonewa
smother,smother
smoulder,smolder
smouldering,ƙonewa
smudge,smudge
smudged,smudged
smudges,smudges
smudging,smudging
smug,smug
smugly,smugly
smut,smut
smuttier,smuttier
smuttiest,mafi smuttiest
smutty,smutty
snag,sari
snagged,saci
snagging,kwanciya
snags,kwalliya
snappish,snappish
snappishly,snappishly
snare,tarko
snarky,sarky
snarl,jin ƙai
sneak,Sneak
sneakily,Sneakil
sneer,yi izgili
sneering,yi izgili
sneeringly,cikin raha
snob,snob
snobbish,snobish
snobby,snobby
snobish,snobish
snobs,snobs
so-cal,so-cal
soapy,sabulu
sob,kuka
sober,hankali
sobering,mai da hankali
solicitude,neman taimako
sorely,sosai
soreness,ciwo
sorrowfully,da baƙin ciki
sour,m
sourly,yayi tsami
spade,fadi
spank,dirka
spendy,kashe kudi
spew,spew
spewed,kwarara
spewing,kwarara
spews,spews
spilling,zubewa
spinster,Spinster
spite,duk da
spitefully,duk da
spitefulness,rashin hankali
splatter,shimfidawa
split,tsaga
splitting,tsaga
spoil,ganima
spoilage,lalacewa
spoilages,lalacewa
spoiled,lalace
spoilled,lalace
spoils,ganima
spook,yaji
spookier,Karin bayani
spookiest,mafi zafin rai
spookily,a hankali
spooky,abin tsoro
spoon-fed,cokali-ciyar
spoon-feed,cokali-abinci
spoonfed,lalacewa
sporadic,lokaci-lokaci
spotty,tabo
spurious,m
spurn,zub da jini
sputter,sputter
squabble,jayayya
squabbling,jayayya
squander,barnata
squash,squash
squeak,kururuwa
squeaks,kuwwa
squeaky,kuwwa
squeal,kuwwa
squealing,kururuwa
squeals,kururuwa
squirm,karasowa
stagnant,tsayayye
stagnate,dagewa
stagnation,rashin tsayawa
staid,tsayayye
stain,tabo
stains,tabo
stale,tsufa
stalemate,dagewa
stalls,rumfuna
stammer,stammer
standstill,tsaya
stark,tazara
starkly,a tsaye
startle,firgita
startling,mamaki
startlingly,abin mamaki
starvation,yunwa
static,tsaye
stealing,sata
steep,m
steeply,steeply
stench,wari
stereotypical,stereotypical
stereotypically,stereotypically
stern,tsananin
stew,stew
sticky,m
stiff,m
stiffness,taurin kai
stifle,stifle
stifling,damewa
stiflingly,stiflingly
stigma,ƙyama
stigmatize,ƙyama
sting,harba
stinging,harbawa
stingingly,sagir
stink,yi wari
stinks,wari
stodgy,stodgy
stole,sata
stooge,jingina
stooges,'yan sanda
stormy,hadari
straggle,madaidaiciya
straggler,madaidaiciya
strain,iri
strained,damuwa
straining,damuwa
stranger,baƙo
strangest,mafi ban mamaki
strangle,makale
streaky,m
strenuous,m
stress,danniya
stresses,damuwa
stressful,damuwa
stressfully,damuwa
strict,tsaurara
strictly,tsananin
strident,mai ƙarfi
stridently,atamfa
strife,jayayya
stringent,kirtani
stringently,tsayayye
strut,ƙarfin aiki
stubbornly,taurin kai
stubbornness,taurin kai
stuffy,cushe
stumble,yi tuntuɓe
stumbled,tuntuɓe
stumbles,tuntuɓe
stump,kututture
stumped,dungu
stumps,kututture
stun,yi mamaki
stunt,tsutsa
stunted,tsumburai
stupidest,wawa
stupidity,wawanci
stupified,tsantsanta
stupify,tsawaita
stupor,wawanci
stutter,yi santi
stuttered,yayi santi
stuttering,muguwar magana
stutters,masu santi
sty,mai salo
stymied,mai sanyaya
sub-par,karamin sashe
subdued,subarfafa
subjected,an h .re
subjection,biyayya
subjugate,subjugate
subjugation,subjugarwa
submissive,masu biyayya
subordinate,m
subpoena,sammaci
subpoenas,ƙaramar takarda
subservience,biyayya
subservient,mai biyayya
substandard,mara kyau
subtract,rage
subversion,zagon kasa
subversively,subarwa
subvert,subvert
succumb,yi nasara
sucked,tsotsa
sucker,tsotsa
sucky,mugu
sue,kai ƙara
sued,kai ƙarar
sueing,shigar da kara
sues,kara
suffered,sha wahala
sufferer,mai wahala
sufferers,masu fama
suffocate,shaƙa
sugar-coat,gashi-gashi
sugar-coated,mai rufin sukari
sugarcoated,shan suga
sulk,sulk
sully,sully
sunder,sunder
sunk,sunk
sunken,sunken
superficial,na waje
superficiality,na sama-sama
superficially,sama-sama
superfluous,nafila
superstition,camfi
superstitious,camfi
suppress,danne
suppression,danniya
surrender,sallama
susceptible,mai saukin kamuwa
suspicion,zato
suspicions,zato
suspiciously,tuhuma
swagger,swagger
swamped,fadama
sweaty,gumi
swelled,kumbura
swelling,kumburi
swipe,gogewa
swollen,kumbura
symptom,alama
symptoms,bayyanar cututtuka
syndrome,ciwo
taboo,taboo
tacky,dunƙule
taint,ƙazanta
tainted,ƙazantacce
tamper,tabarbarewa
tangle,tangle
tangled,rikice
tangles,tangles
tank,tanki
tanked,tankar
tanks,tankuna
tantrum,tantrum
tardy,jinkiri
tarnish,shafawa
tarnished,tarnaka
tarnishes,tarnishes
tarnishing,tarnatarwa
tattered,tattaka
taunt,izgili
taunting,ba'a
tauntingly,ba'a
taunts,izgili
taut,taut
tawdry,tawdry
taxing,yin haraji
tease,zolayar
teasingly,zolaya
tedious,mai gajiya
tediously,dayani
temerity,temer
temper,fushi
tempest,hadari
temptation,jaraba
tenderness,taushi
tentative,mai yiwuwa
tentatively,tsayayye
tenuous,tenuous
tenuously,tenuously
tepid,m
terribleness,rashin tsoro
terror-genic,ta'addanci-jinsi
terrorism,ta'addanci
testily,testily
testy,Gwada
tetchily,saudala
tetchy,mai ɗaukar hoto
thankless,mara godiya
thicker,kauri
thirst,ƙishirwa
thoughtlessly,ba tare da tunani ba
thoughtlessness,rashin tunani
thrash,Bayar
threesome,uku-uku
throb,yi mamaki
throbbed,na cika
throbbing,yin rawar jiki
throbs,jefa
throttle,maƙura
thug,dan daba
thumb-down,babban yatsa
thumbs-down,babban yatsu
time-consuming,cin lokaci
timidity,rashin kunya
timidly,cikin jin kunya
timidness,rashin kunya
tin-y,tin-y
tingled,tingled
tingling,tingling
tiresome,mai gajiya
tiring,mai gajiya
tiringly,tirjiya
toil,aiki
toll,kuɗin fito
top-heavy,saman-nauyi
topple,duwatsu
torment,azaba
tormented,azaba
torrent,ambaliyar ruwa
tortuous,azaba
torturous,azaba
torturously,azaba
touchy,tabawa
toughness,taurin kai
toxic,mai guba
traduce,traduce
tragically,cikin bala'i
traitor,maci amana
traitorous,mayaudari
traitorously,cin amana
tramp,matattakala
trample,tattaka
transgress,keta doka
transgression,ƙetare iyaka
traped,tarkon
trash,kwandon shara
trashed,shara
trashy,shara
traumatically,cikin damuwa
traumatize,yi rauni
traumatized,rauni
travesties,cinikayya
treacherous,mayaudara
treacherously,mayaudara
treachery,mayaudara
trick,abin zamba
tricky,dabaru
trivial,maras muhimmanci
trivialize,rafkanwa
troublemaker,mai matsala
troublesome,matsala
troublesomely,matsala
troubling,damuwa
troublingly,cikin damuwa
truant,mai gaskiya
tumble,tumɓuke
tumbled,fadi
tumbles,faduwa
tumultuous,rikici
turbulent,m
turmoil,hargitsi
twist,karkata
twisted,juya
twists,karkatarwa
two-faced,mai fuska biyu
two-faces,fuska biyu
tyrannical,zalunci
tyrannically,zalunci
tyranny,zalunci
tyrant,azzalumi
ugh,ugh
uglier,munin
ugliest,mafi munin
ugliness,rashin kyau
ulterior,na baya
ultimatum,ƙarshe
ultimatums,ƙarshe
ultra-hardline,matsananci-hardline
un-viewable,wanda ba a iya gani ba
unable,iya
unacceptablely,unacceptablely
unacceptably,ba za'a karba ba
unaccessible,wanda ba zai yiwu ba
unaccustomed,saba
unachievable,wanda ba zai yiwu ba
unaffordable,wanda ba za'a iya biya ba
unappealing,rashin bayyana
unattractive,mara kyau
unauthentic,ba na kwarai ba
unavailable,Babu
unavoidably,ba makawa
unbearable,wanda ba zai iya jurewa ba
unbearablely,wanda ba zai iya jurewa ba
unbelievably,rashin yarda
uncaring,mara kulawa
uncivil,uncivil
uncivilized,wayewa
unclean,ba shi da tsabta
uncollectible,ba a karba
uncomfortably,ba dadi
uncomfy,maras kyau
uncompetitive,m
uncompromising,mara rikitarwa
uncompromisingly,mara rikitarwa
unconstitutional,rashin bin tsarin mulki
uncontrolled,marasa sarrafawa
unconvincing,m
unconvincingly,unconvincingly
uncooperative,rashin hadin kai
uncouth,rashin kulawa
uncreative,mara halitta
undefined,ba a bayyana ba
undependability,rashin dogara
undependable,wanda bashi da iko
undercut,yanke jiki
undercuts,kayan aiki
undercutting,yankewa
underdog,karkashin kasa
underlings,ƙarƙashin ƙasa
underpaid,ba a biya ba
underpowered,ba da ƙarfi
undersized,izedarfafawa
undetermined,ba a tantance ba
undid,undid
undignified,rashin daraja
undissolved,ba a warware shi ba
undocumented,ba a rubuta shi ba
undone,ba a yi ba
undue,mara nauyi
unease,ba damuwa
uneasily,rashin kwanciyar hankali
uneasiness,rashin kwanciyar hankali
uneconomical,mara tattalin arziki
unemployed,marasa aikin yi
uneven,m
uneventful,m
unexpected,m
unexpectedly,ba zato ba tsammani
unexplained,wanda ba a bayyana ba
unfairly,rashin adalci
unfaithful,marasa aminci
unfaithfully,rashin aminci
unfamiliar,wanda ba a sani ba
unfavorable,mara kyau
unfeeling,rashin jin dadi
unfinished,wanda ba a gama ba
unfit,rashin dacewa
unforeseen,tsautsayi
unforgiving,gafartawa
unfortunate,rashin sa'a
unfortunately,rashin alheri
unfounded,mara tushe
unfriendly,mara daɗi
unfunded,bashi da kudi
ungovernable,mara mulki
ungrateful,butulci
unhappily,rashin farin ciki
unhappiness,rashin farin ciki
unhelpful,mara taimako
unilateralism,unilateralism
unimaginable,wanda ba za a iya tsammani ba
unimaginably,wanda ba za a iya tsammani ba
unimportant,mara muhimmanci
uninformed,wanda bashi da labari
uninsured,inshora
unintelligible,rashin fahimta
unintelligile,mara hankali
unipolar,unipolar
unjustifiable,wanda ba a iya gaskata shi ba
unjustifiably,ba da hujja ba
unjustified,m
unjustly,bisa zalunci
unkind,marasa kirki
unkindly,rashin kirki
unknown,ba a sani ba
unlamentable,mara dadi
unlamentably,mara dadi
unlawful,haram
unlawfully,ba bisa doka ba
unlawfulness,rashin bin doka
unleash,saki
unlicensed,ba da lasisi
unlikely,bazai yuwu ba
unlucky,rashin sa'a
unmoved,mara motsi
unnatural,m
unnaturally,ba bisa al'ada ba
unnecessary,ba dole ba
unneeded,maras amfani
unnerve,unnerve
unnerved,unnerved
unnerving,unnerving
unnervingly,unnervingly
unnoticed,ba a sani ba
unobserved,ba a kiyaye shi
unorthodox,sabawa
unorthodoxy,unorthodoxy
unpleasant,mara dadi
unpleasantries,rashin dadi
unpopular,marasa farin jini
unpredictable,mara tabbas
unprepared,ba shiri
unproductive,mara amfani
unprofitable,mara amfani
unprove,ba da tabbaci
unproved,ba a tabbatar ba
unproven,ba a tabbatar ba
unproves,ya tabbatar
unproving,mara tabbaci
unqualified,rashin cancanta
unravel,warware
unraveled,warware
unreachable,ba za'a iya riskar sa ba
unreadable,wanda ba a iya karantawa
unrealistic,mara gaskiya
unreasonable,m
unreasonably,rashin hankali
unrelenting,mara jinkiri
unrelentingly,ba tare da jinkiri ba
unreliability,rashin aminci
unreliable,abin dogaro
unresolved,ba a warware ba
unresponsive,bai amsa ba
unrest,hargitsi
unruly,mara tsari
unsafe,amintacce
unsatisfactory,mara gamsarwa
unsavory,mara kyau
unscrupulous,rashin ladabi
unscrupulously,maras hankali
unsecure,rashin tsaro
unseemly,ba daidai ba
unsettle,kwance
unsettling,rashin kwanciyar hankali
unsettlingly,rashin nutsuwa
unskilled,maras iyawa
unsound,mara kyau
unspeakable,ba za a iya magana ba
unspeakablely,ba za a iya magana ba
unspecified,ba a tantance ba
unsteadily,rashin ƙarfi
unsteadiness,rashin kwanciyar hankali
unsteady,mara ƙarfi
unsuccessful,m
unsuccessfully,rashin nasara
unsupportive,mara tallafi
unsuspecting,rashin sani
unsustainable,mara dorewa
untenable,wanda ba zai yiwu ba
untested,ba a gwada ba
unthinkable,wanda ba a iya tsammani ba
unthinkably,ba tsammani
untimely,rashin lokaci
untouched,ba a taɓa shi ba
untrue,ba gaskiya bane
untrustworthy,ba amintacce
untruthful,mara gaskiya
unusable,ba za a iya amfani da shi ba
unusably,ba zai yiwu ba
unuseable,wanda ba za'a iya amfani dashi ba
unuseably,wanda ba'a iya amfani dashi
unusual,sabon abu
unusually,sabon abu
unviewable,wanda ba a iya gani ba
unwarranted,mara tabbaci
unwatchable,wanda ba'a iya gani ba
unwelcome,maraba
unwell,rashin lafiya
unwieldy,mara nauyi
unwilling,rashin so
unwillingly,ba da son ranta ba
unwillingness,rashin yarda
unwise,mara hikima
unwisely,rashin hikima
unworkable,wanda ba a iya aiki ba
unyielding,unyielding
upbraid,tsawaitawa
upheaval,tashin hankali
uprising,tawaye
uproar,hayaniya
uproarious,tashin hankali
uproariously,uproariously
uproarous,tashin hankali
uproarously,uproarously
uproot,jijiya
upseting,damuwa
upsettingly,cikin damuwa
usurp,kwace
usurper,mai cin riba
utterly,gaba ɗaya
vagrant,mara hankali
vagueness,vagueness
vain,banza
vainly,banza
vanity,girman kai
vehement,bushewa
vehemently,da sauri
vengeance,fansa
vengeful,ramuwa
vengefully,rama
vengefulness,ramawa
venom,dafin
venomous,dafin
venomously,da dafi
vent,iska
vestiges,kayan aiki
vex,damuwa
vexingly,cikin damuwa
vibrate,makarkata
vibrated,girgiza
vibrates,makarkata
vibrating,jijjiga
vibration,vibration
vice,mataimakin
viciously,cikin mugunta
viciousness,mugunta
vileness,wauta
vilify,azabtar
villainous,mugunta
villainously,mara kyau
villains,mugaye
villian,villian
villianous,villianous
villianously,villianously
villify,villshash
vindictive,ramawa
vindictively,sakayya
vindictiveness,ramawa
violation,take hakki
violator,mai keta doka
violators,masu keta doka
violently,tashin hankali
viper,maciji
virulence,tashin hankali
virulently,virulently
virus,ƙwayar cuta
vociferously,ameeeera
volatile,m
volatility,iya canzawa
vomit,amai
vomited,amai
vomiting,amai
vomits,amai
vulgar,mara kyau
wack,wack
wail,yi kuka
wallow,wallow
wane,wane
waning,raguwa
wanton,sojan ruwa
war-like,kamar yaƙi
warily,warily
wariness,taka tsantsan
warlike,mai son yaƙi
warp,warp
warped,warped
wary,yi hankali
washed-out,wanka-fita
wasteful,m
wastefulness,almubazzaranci
water-down,saukar da ruwa
watered-down,shayar-da-ƙasa
wayward,bata gari
weaken,raunana
weakening,raunana
weaker,mafi rauni
weaknesses,kasawan
weariness,kasala
wearisome,gajiya
wedge,wedge
weed,sako
weirdly,weirdly
wheedle,karafke
whimper,waswasi
whine,kuka
whining,marin fuska
whiny,farin ciki
whips,bulala
whores,karuwai
wickedly,mugunta
wickedness,mugunta
wild,daji
wildly,daji
wiles,wayoyi
wilt,so
wily,wily
wimpy,shafawa
wince,wince
wobble,rawar jiki
wobbled,girgiza
wobbles,wobbles
woe,kaito
woefully,kaito
womanizer,mata
womanizing,mata
worriedly,cikin damuwa
worrier,damuwa
worries,damuwa
worrisome,worrisome
worryingly,cikin damuwa
worthlessly,mara amfani
worthlessness,rashin amfani
wound,rauni
wounds,raunuka
wrangle,takaddama
wrath,fushi
wreak,lalacewa
wreaked,lalatattun abubuwa
wreaks,fasassun abubuwa
wrest,kokawa
wrestle,kokawa
wretch,tir
wretched,tir
wretchedly,tir
wretchedness,tir
wrinkle,alagammana
wrinkled,wrinkled
wrinkles,wrinkles
wrip,shanyewa
wripped,bulala
wripping,bugu
writhe,rubuta
wrongful,ba daidai ba
wrongly,ba daidai ba
wrought,aikata
yawn,hamma
zap,zap
zapped,zapped
zaps,zaps
zealous,himma
zealously,himma
zombie,aljan
abandonment,watsi
aberrant,aberrant
aberration,ɓarna
abject,m
abolition,kawarwa
abortion,zubar da ciki
abortive,zubar da ciki
abrasion,abrasion
abrogate,shafe
abscess,ƙurji
absent,babu
absenteeism,rashin halarta
abundance,yawa
accusative,zargi
accuser,mai zargi
acid,acid
actionable,actionable
adder,adda
addiction,jaraba
adipose,adipose
adjudicate,yanke hukunci
adrift,m
adultery,zina
aftermath,bayan
aftertaste,dandanawa
agitated,tashin hankali
agitation,tashin hankali
airs,airs
alcoholism,shaye -shaye
alien,dan hanya
alimony,alimony
amnesia,amnesia
amphetamines,amphetamines
anaconda,anaconda
anal,dubura
anathema,tsinema
ancient,tsoho
angina,angina
angling,angling
animus,animus
annihilated,halaka
annul,soke
annulment,sokewa
anonymous,wanda ba a san shi ba
