translatedText,text
njigide,surety
zubere,surmise
karịrị,surpassing
ihe ijuanya,surprise
gburugburu,surround
nyocha,surveying
lanarị,survive
ụọ iyi,swear
sweetie,sweetie
ihe ụtọ,sweets
igwu mmiri,swim
ihe atụ,symbolic
symmetrical,symmetrical
symmetry,symmetry
egwu egwu,symphony
mekọrịta,synchronize
synergistic,synergistic
synod,synod
otu,synonymous
akọ,tact
akuko,tale
onye mgbaasị,talisman
kwuo,talk
tanned,tanned
ọrụ,task
na -atọ ụtọ,tasteful
tọrọ ụtọ,tasty
izi ihe,teach
onye nkuzi,teacher
teknụzụ,technology
afọ iri na ụma,teens
ịdị nwayọọ,temperance
were iwe,tempered
kwesiri ekwesi,tenable
mgbazinye,tenancy
onye mgbazinye,tenant
ịdị nro,tenderness
ekele,thanksgiving
usoro iwu,theoretical
ọgwụgwọ,therapeutic
ọgwụgwọ,therapeutics
onye na -eche echiche,thinker
nke ọma,thoroughbred
ocheeze,throne
tiling,tiling
tinsel,tinsel
aha,title
tost,toast
ndidi,toleration
isi ike,toughness
ụlọ elu,tower
dị elu,towering
omenala,traditional
karịrị akarị,transcendence
transcendental,transcendental
na -ejegharị,traveling
emeso,treat
osisi,tree
omume,trend
ụtụ,tributary
ụtụ,tribute
trig,trig
ngwu,truce
eziokwu,truth
nkụzi,tutelage
onye nkuzi,tutor
ejima,twin
ntabi anya,twinkle
n'ikpeazụ,ultimately
onye ikpe,umpire
otu olu,unanimity
otu olu,unanimous
enweghị isi,unassuming
enweghị mmeri,unbeaten
nke apughi imebi,unbreakable
na -achịkwaghị achịkwa,unbridled
adịghị agbaji,unbroken
ejighị n'aka,unconstrained
gosi n'okpuru,underline
nghọta,understanding
underwrite,underwrite
ekewaghị ekewa,undivided
na -adịghị anwụ anwụ,undying
na -atụghị anya ya,unexpected
kpughee,unfold
ịdị n'otu,unification
edoziri,uniformly
enweghị atụ,unimaginable
na -efe efe,uninfected
puru iche,unique
ịdị n'otu,unison
otu,unitary
mahadum,university
enweghị nkọwa,unpretentious
enweghị mgbagha,unquestioned
emerụghị ahụ,unscathed
enweghị atụ,unsurpassed
tọpụ,untie
elu ugwu,uphill
kwụ ọtọ,upright
webata,usher
nkịtị,usual
ịba uru,utility
onye utopian,utopian
ezumike,vacation
ogwu,vaccine
na -eche nche,vanguard
merie,vanquish
velvet,velvet
velvety,velvety
nsọpụrụ,venerable
ofufe,veneration
eziokwu,veracity
verdant,verdant
nkwenye,verification
kwuputara,verified
n'ezie,verily
obodo,vernal
eziokwu,verve
onye agha,veteran
vicar,vicar
onye mmeri,victor
ike,vigor
dị ike,vigorous
onye obodo,villager
ikpughe,vindication
amaghị nwoke,virgin
amaghị nwoke,virginity
nleta,visit
onye obia,visitor
dị mkpa,vital
okwu,vocabulary
onye oru afọ ofufo,volunteer
obi ofufo,voluptuous
votu,vote
nkwa,vow
ụgwọ ọrụ,wages
akwụkwọ ikike,warranty
dike,warrior
onye nche,watchdog
na -eche nche,watchful
onye nche,watchman
waterproof,waterproof
ihu igwe,weatherproof
ibu ibu,weight
ọcha,white
ọcha,whiteness
wicket,wicket
gbasaa ebe niile,widespread
mmeri,winnings
ikuku,wireless
amamihe,wis
maara ihe,wit
iguzogide,withstand
wits,wits
ọkachamara,wizard
akpa nwa,womb
okwu,word
na -arụ ọrụ,working
ofufe,worship
wot,wot
onye edemede,writer
na -eto eto,young
tọrọ,younger
ntorobịa,youth
