word,machine_translation,human_translation,machine_translation_updated
skillful,gwaninta,NA,gwaninta
skillfully,da gwaninta,NA,da gwaninta
slammin,slammin,bankowa,bankowa
sleek,sumul,NA,sumul
smartly,da wayo,NA,da wayo
smilingly,yana murmushi,NA,yana murmushi
smitten,cinyewa,kamawa,kamawa
smooth,santsi,NA,santsi
smoother,mai santsi,NA,mai santsi
smoothes,gyara,ya goge,ya goge
smoothest,mafi kyau,NA,mafi kyau
smoothly,sannu,sumul-sumul,sumul-sumul
snappy,mara kyau,NA,mara kyau
snazzy,snazzy,mai daukar ido,mai daukar ido
sociable,m,mai walwala,mai walwala
soft,mai laushi,NA,mai laushi
softer,laushi,NA,laushi
solace,ta'aziyya,NA,ta'aziyya
solicitous,mai hankali,NA,mai hankali
solicitously,a hankali,NA,a hankali
soothingly,kwantar da hankali,NA,kwantar da hankali
soulful,mai son rai,NA,mai son rai
soundly,lafiya,NA,lafiya
soundness,lafiya,NA,lafiya
spacious,fili,yalwatacce,yalwatacce
spectacular,na ban mamaki,NA,na ban mamaki
spectacularly,na ban mamaki,NA,na ban mamaki
speedily,da sauri,NA,da sauri
speedy,da sauri,NA,da sauri
spectacles,tabaru,NA,tabaru
spellbinding,maimaita rubutun,ban mamaki,ban mamaki
spellbindingly,karafamani,ban mamaki,ban mamaki
spellbound,haruffa,dau hankali,dau hankali
spiritual,na ruhaniya,na ruhi,na ruhi
splendidly,splendidly,da kyau,da kyau
splendor,ƙawa,NA,ƙawa
spontaneous,maras wata-wata,NA,maras wata-wata
sporty,na wasanni,NA,na wasanni
spotless,tabo,mara tabo,mara tabo
stability,kwanciyar hankali,NA,kwanciyar hankali
stabilize,dattako,NA,dattako
stainless,bakin karfe,mara aibu,mara aibu
standout,tsayawa,fitacce,fitacce
state-of-the-art,na zamani,NA,na zamani
stately,mai mutunci,NA,mai mutunci
statuesque,mutum-mutumi,NA,mutum-mutumi
staunch,dagewa,NA,dagewa
staunchly,staunchly,dagewa,dagewa
staunchness,dagewa,NA,dagewa
steadfastly,cikin haƙuri,NA,cikin haƙuri
steadfastness,haƙuri,tabbatacce,tabbatacce
steadiest,steadiest,matabbaci,matabbaci
steadiness,kwatsam,NA,kwatsam
steady,kwari,cikin nutsuwa,cikin nutsuwa
stellar,tauraruwa,NA,tauraruwa
stellarly,tauraruwa,NA,tauraruwa
stimulative,mai kara kuzari,NA,mai kara kuzari
stirringly,motsawa,NA,motsawa
straighten,daidaita,NA,daidaita
straightforward,madaidaiciya,mikakke sanbal,mikakke sanbal
streamlined,saukake,NA,saukake
striking,karin,daukar hankali,daukar hankali
strikingly,karin,daukar hankali,daukar hankali
striving,ƙoƙari,NA,ƙoƙari
stunned,mamaki,NA,mamaki
stunningly,da ban mamaki,NA,da ban mamaki
stupendous,babba,NA,babba
stupendously,stupendously,abinda ya gagara,abinda ya gagara
sturdier,mai ƙarfi,NA,mai ƙarfi
sturdy,mai ƙarfi,cikin karfi,cikin karfi
stylish,mai salo,NA,mai salo
stylishly,mai salo,NA,mai salo
stylized,mai salo,NA,mai salo
suavely,suavely,cikin girmamawa,cikin girmamawa
sublime,daukaka,NA,daukaka
subsidize,ba da tallafi,NA,ba da tallafi
subsidized,ba da tallafi,NA,ba da tallafi
subsidizes,tallafi,NA,tallafi
subsidizing,tallafi,NA,tallafi
substantive,mahimmanci,NA,mahimmanci
succeed,yi nasara,NA,yi nasara
succeeded,yi nasara,NA,yi nasara
succeeding,cin nasara,NA,cin nasara
succeeds,nasara,ya yi nasara,ya yi nasara
succes,yi nasara,NA,yi nasara
successes,nasarori,NA,nasarori
successfully,cikin nasara,NA,cikin nasara
suffice,isa,NA,isa
sufficed,isa,NA,isa
suffices,isa,NA,isa
sufficient,isa,NA,isa
sufficiently,isasshe,NA,isasshe
suitable,dace,NA,dace
sumptuous,sumptuous,mai kima,mai kima
sumptuously,sumptuously,kima,kima
sumptuousness,summarcin,kima,kima
superbly,da kyau,NA,da kyau
superiority,fifiko,NA,fifiko
supple,supple,lankwasa sassan jiki,lankwasa sassan jiki
supremacy,daukaka,NA,daukaka
supreme,babba,NA,babba
supremely,babba,NA,babba
supurb,kari,mai girma,mai girma
supurbly,urbarin bayani,NA,urbarin bayani
surmount,surmount,shawo kan matsala,shawo kan matsala
surpass,wuce,NA,wuce
surreal,sallama,NA,sallama
survival,rayuwa,NA,rayuwa
sustainability,dorewa,NA,dorewa
sustainable,mai dorewa,NA,mai dorewa
swank,swank,takama,takama
swankier,swankier,ado mai tsada sosai,ado mai tsada sosai
swankiest,swankiest,ado mai tsada matuka,ado mai tsada matuka
swanky,swanky,cikin ado mai tsada,cikin ado mai tsada
sweeping,shara,NA,shara
sweeten,zaki,zakaka,zakaka
sweetheart,masoyi,NA,masoyi
sweetly,dadi,NA,dadi
sweetness,zaƙi,NA,zaƙi
swiftness,hanzari,NA,hanzari
talent,baiwa,NA,baiwa
talented,baiwa,NA,baiwa
talents,baiwa,NA,baiwa
tantalize,tantalize,jan hankali,jan hankali
tantalizing,tantalizing,Jan hankali,Jan hankali
tantalizingly,tantalizingly,Jan hankali,Jan hankali
tempt,riya,NA,riya
tempting,mai riya,NA,mai riya
temptingly,mai jarabawa,NA,mai jarabawa
tenacious,m,kankamewa,kankamewa
tenaciously,farwaji,kankanmewa,kankanmewa
tenacity,ƙarfin hali,NA,ƙarfin hali
tenderly,mai taushi,NA,mai taushi
terrifically,mai ban tsoro,NA,mai ban tsoro
thinner,siriri,NA,siriri
thoughtfully,da tunani,NA,da tunani
thoughtfulness,tunani,NA,tunani
thrift,arziki,NA,arziki
thrifty,tanada,NA,tanada
thrill,burgewa,NA,burgewa
thrilling,abin birgewa,NA,abin birgewa
thrillingly,cikin farin ciki,NA,cikin farin ciki
thrills,burgewa,yana burgewa,yana burgewa
thrive,bunƙasa,NA,bunƙasa
thriving,ci gaba,NA,ci gaba
thumb-up,babban yatsa,gamsuwa,gamsuwa
thumbs-up,babban yatsu,almar gamsuwa,almar gamsuwa
tickle,cakulkuli,NA,cakulkuli
tidy,shirya,NA,shirya
time-honored,lokaci-girmama,abin girmamawa,abin girmamawa
timely,a kan kari,NA,a kan kari
tingle,tingle,mintsini,mintsini
titillate,titillate,sanya  tausayi,sanya  tausayi
titillating,titilla,tsautsayi,tsautsayi
titillatingly,tsautsayi,sanya sha'awa,sanya sha'awa
togetherness,kasancewa tare,NA,kasancewa tare
tolerable,mai haƙuri,NA,mai haƙuri
toll-free,kyauta,NA,kyauta
top-notch,saman-daraja,NA,saman-daraja
top-quality,mafi inganci,NA,mafi inganci
topnotch,gindi,mafi daraja,mafi daraja
tough,tauri,NA,tauri
tougher,mafi wuya,NA,mafi wuya
toughest,mafi wuya,mafi wuya matuka,mafi wuya matuka
traction,gogayya,NA,gogayya
tranquility,kwanciyar hankali,NA,kwanciyar hankali
transparent,m,budadde,budadde
tremendously,tremendously,mai ban dadi,mai ban dadi
trendy,yayi,NA,yayi
triumphal,cin nasara,NA,cin nasara
triumphantly,cikin nasara,NA,cikin nasara
trivially,mara kyau,NA,mara kyau
trophy,ganima,kambu,kambu
trouble-free,ba matsala,NA,ba matsala
trump,ƙaho,NA,ƙaho
trumpet,ƙaho,NA,ƙaho
trusting,dogara,NA,dogara
trustingly,amintacce,NA,amintacce
trustworthiness,amana,amana,amana
trustworthy,amintacce,NA,amintacce
trusty,amintacce,NA,amintacce
truthful,mai gaskiya,NA,mai gaskiya
truthfully,gaskiya,NA,gaskiya
truthfulness,gaskiya,NA,gaskiya
twinkly,lumshe ido,NA,lumshe ido
ultra-crisp,matsananci-kintsattse,NA,matsananci-kintsattse
unabashed,mara kunya,NA,mara kunya
unabashedly,mara kunya,NA,mara kunya
unaffected,ba a shafa ba,wanda ba ya tabuwa,wanda ba ya tabuwa
unassailable,wanda ba za a iya kashe shi ba,NA,wanda ba za a iya kashe shi ba
unbeatable,rashin nasara,wanda ba a nasara a kansa,wanda ba a nasara a kansa
unbound,mara iyaka,NA,mara iyaka
uncomplicated,rikitarwa,mara riktarwa,mara riktarwa
unconditional,ba sharadi,mara sharadi,mara sharadi
undamaged,mara lalacewa,NA,mara lalacewa
undaunted,undaunted,tsayin daka,tsayin daka
understandable,fahimta,NA,fahimta
undisputable,ba gardama,mara gardama,mara gardama
undisputably,ba gardama,rashin gardama,rashin gardama
undisputed,ba gardama,NA,ba gardama
unencumbered,bashi da nauyi,NA,bashi da nauyi
unequivocal,babu shakka,NA,babu shakka
unequivocally,ba shakka,NA,ba shakka
unfazed,ba damuwa,NA,ba damuwa
unfettered,ba a bayyana ba,NA,ba a bayyana ba
unforgettable,wanda ba za'a iya mantawa dashi ba,wanda baya mantuwa,wanda baya mantuwa
unity,hadin kai,NA,hadin kai
unlimited,mara iyaka,NA,mara iyaka
unparalleled,mara misaltuwa,NA,mara misaltuwa
unquestionable,babu shakka,NA,babu shakka
unquestionably,babu shakka,NA,babu shakka
unreal,ba gaskiya bane,NA,ba gaskiya bane
unrestricted,mara iyaka,NA,mara iyaka
unrivaled,gasa,mara kishiya,mara kishiya
unselfish,mara son kai,NA,mara son kai
unwavering,kasawa,NA,kasawa
upbeat,upbeat,fatan kyawun karshe,fatan kyawun karshe
upgradable,sabuntawa,NA,sabuntawa
upgradeable,inganci,NA,inganci
upgraded,an inganta,ingantacce,ingantacce
upheld,tsayar,NA,tsayar
uphold,goyi bayan,NA,goyi bayan
uplift,daukaka,NA,daukaka
uplifting,daukakawa,NA,daukakawa
upliftingly,upliftingly,cikin daukaka,cikin daukaka
upliftment,daukaka,NA,daukaka
upscale,caarfafawa,daga daraja,daga daraja
usable,mai amfani,NA,mai amfani
useable,amfani,NA,amfani
user-friendly,mai amfani,mai saukin sarrafuwa,mai saukin sarrafuwa
user-replaceable,Mai maye gurbin mai amfani,NA,Mai maye gurbin mai amfani
valiant,gwarzo,NA,gwarzo
valiantly,gwarzo,NA,gwarzo
valor,gwarzo,NA,gwarzo
valuable,mai muhimmanci,NA,mai muhimmanci
variety,iri-iri,NA,iri-iri
venerate,girmamawa,NA,girmamawa
verifiable,tabbatacce,NA,tabbatacce
veritable,gaskiya,NA,gaskiya
versatile,m,kwararre,kwararre
versatility,yawaita,NA,yawaita
vibrantly,vibrantly,mai ratsa zuciya,mai ratsa zuciya
victorious,nasara,NA,nasara
victory,nasara,NA,nasara
viewable,wanda za'a iya gani,NA,wanda za'a iya gani
vigilance,lura,NA,lura
virtue,nagarta,NA,nagarta
virtuously,virtuously,nagarta,nagarta
vivid,m,dalla-dalla,dalla-dalla
vouch,bauciya,dagewa,dagewa
vouchsafe,bawsafe,bawa mutum dama,bawa mutum dama
warmer,dumi,NA,dumi
warmhearted,mai karimci,NA,mai karimci
warmly,sosai,tausasawa,tausasawa
well,da kyau,NA,da kyau
well-backlit,kyau-haske,NA,kyau-haske
well-balanced,daidaitacce,daidaitacce,daidaitacce
well-behaved,da-kyau,kintsatstse,kintsatstse
well-being,walwala,NA,walwala
well-bred,da kyau-bred,halin nagarta,halin nagarta
well-connected,haɗi sosai,hadadde,hadadde
well-educated,masu ilimi,masani,masani
well-established,tabbatacce,NA,tabbatacce
well-informed,sane sosai,bayyananne,bayyananne
well-intentioned,kyakkyawan niyya,kyawun niyya,kyawun niyya
well-known,sananne,NA,sananne
well-made,da kyau,ingantacce,ingantacce
well-managed,kyakkyawan sarrafawa,tsararre,tsararre
well-mannered,mai ladabi,NA,mai ladabi
well-positioned,an daidaita shi sosai,NA,an daidaita shi sosai
well-received,an karɓa sosai,NA,an karɓa sosai
well-regarded,da-kyau,yardajje,yardajje
well-rounded,mai kyau,NA,mai kyau
well-run,sannu-sannu,NA,sannu-sannu
well-wishers,masu fatan alheri,NA,masu fatan alheri
wellbeing,zaman lafiya,NA,zaman lafiya
whoa,waye,NA,waye
wholeheartedly,da zuciya ɗaya,NA,da zuciya ɗaya
wholesome,mai kyau,NA,mai kyau
whooa,wanna,NA,wanna
whoooa,waye,NA,waye
wieldy,mai karfi,NA,mai karfi
willing,shirye,yarda,yarda
willingly,bisa yarda,NA,bisa yarda
windfall,faduwar iska,NA,faduwar iska
winnable,syeda,iya samun nasararsa,iya samun nasararsa
winners,masu nasara,NA,masu nasara
wisdom,hikima,NA,hikima
wise,hikima,NA,hikima
wisely,cikin hikima,NA,cikin hikima
witty,mai hankali,NA,mai hankali
wonder,yi mamaki,NA,yi mamaki
wonderfully,abin al'ajabi,NA,abin al'ajabi
wonderous,yalwar,NA,yalwar
wonderously,yanananna,a yalwace,a yalwace
wonders,abubuwan al'ajabi,NA,abubuwan al'ajabi
wondrous,banmamaki,NA,banmamaki
work,aiki,NA,aiki
workable,mai iya aiki,NA,mai iya aiki
worked,yi aiki,NA,yi aiki
works,yana aiki,yana aiki,yana aiki
world-famous,sanannen duniya,NA,sanannen duniya
worth-while,daraja-yayin,mai daraja,mai daraja
worthiness,cancanta,NA,cancanta
worthwhile,mai amfani,NA,mai amfani
wowed,wawa,kayatacce,kayatacce
wowing,gyaɗawa,abinda ya kayatar,abinda ya kayatar
wows,alwashi,ya kayatar,ya kayatar
zeal,himma,NA,himma
zenith,zenith,na can sama,na can sama
zest,zest,matukar dadi,matukar dadi
zippy,zippy,mai sauri,mai sauri
abovementioned,an ambata,wanda aka ambata,wanda aka ambata
absolute,cikakke,NA,cikakke
absolution,warwarewa,NA,warwarewa
academic,mai ilimi,na ilimi,na ilimi
academy,ilimi,NA,ilimi
acceptable,m,yardajje,yardajje
acceptance,yarda,NA,yarda
accommodation,masauki,NA,masauki
accompaniment,rakiyar,NA,rakiyar
accord,yarjejeniya,NA,yarjejeniya
accountability,hisabi,kididdiga,kididdiga
accountable,da lissafi,NA,da lissafi
accredited,yarda,NA,yarda
accueil,accueil,marhabun,marhabun
ace,ace,shahararre,shahararre
achieve,cimma,NA,cimma
acknowledgment,amincewa,NA,amincewa
acquire,saya,samu,samu
acquiring,samu,NA,samu
acrobat,acrobat,wuntsula,wuntsula
action,aiki,NA,aiki
actual,ainihin,NA,ainihin
acuity,acuity,mai gani tar-tar,mai gani tar-tar
adapt,daidaita,NA,daidaita
addresses,adiresoshin,yana  bayani,yana  bayani
adept,gwaninta,NA,gwaninta
adequacy,wadata,NA,wadata
adjunct,adjunct,mataimaki,mataimaki
admiral,Admiral,jagoran matafya a ruwa,jagoran matafya a ruwa
admissible,m,cancanta da girma,cancanta da girma
adoration,sujada,NA,sujada
advance,ci gaba,NA,ci gaba
advancement,ci gaba,NA,ci gaba
advent,zuwan,NA,zuwan
advisable,shawara,a shawarce,a shawarce
advise,ba da shawara,NA,ba da shawara
adviser,mai ba da shawara,NA,mai ba da shawara
advocacy,ba da shawara,NA,ba da shawara
aesthetic,na ado,NA,na ado
aesthetics,kayan ado,NA,kayan ado
affiliated,alaƙa,NA,alaƙa
affirmatively,tabbatacce,NA,tabbatacce
aga,aga,taken babban matsayi,taken babban matsayi
agreeing,yarda,NA,yarda
agriculture,aikin gona,NA,aikin gona
ahead,gaba,NA,gaba
aid,taimako,NA,taimako
aiding,taimako,NA,taimako
alabaster,alabasta,mara nauyi,mara nauyi
alertness,jijjiga,NA,jijjiga
alimentation,alimentation,cimaka,cimaka
allay,sauka,NA,sauka
allegiance,biyayya,NA,biyayya
allegro,alliro,mai sauri,mai sauri
alleviate,sauƙaƙe,NA,sauƙaƙe
alleviation,ragewa,NA,ragewa
allied,kawance,NA,kawance
allowable,halatta,NA,halatta
allure,lallashi,NA,lallashi
ally,abokin tarayya,NA,abokin tarayya
almighty,madaukaki,NA,madaukaki
aloha,lafiya,NA,lafiya
ambassador,jakadiya,Jakada,Jakada
ambition,buri,NA,buri
amen,amin,NA,amin
amend,gyara,NA,gyara
amends,gyara,yana gyara,yana gyara
amnesty,afuwa,NA,afuwa
amour,amour,so,so
analyst,manazarci,NA,manazarci
anchor,anga,sarkar ankwa,sarkar ankwa
anchorage,anga,wurin daure jiragen ruwa,wurin daure jiragen ruwa
animate,mai rai,NA,mai rai
animated,mai rai,NA,mai rai
antibiotics,maganin rigakafi,NA,maganin rigakafi
antidote,maganin guba,NA,maganin guba
antifungal,antifungal,maganin kwari,maganin kwari
antique,tsoho,NA,tsoho
antiseptic,maganin antiseptik,maganin kwayoyin cuta,maganin kwayoyin cuta
aplomb,aplomb,zabga sanyi,zabga sanyi
apologetic,mai neman gafara,NA,mai neman gafara
apologize,yi hakuri,NA,yi hakuri
apology,uzuri,NA,uzuri
apostle,manzo,NA,manzo
approbation,yarda,NA,yarda
approving,yarda,NA,yarda
apt,dace,NA,dace
aptitude,iyawa,NA,iyawa
archaeology,ilmin kimiya na kayan tarihi,kayan tarihi,kayan tarihi
aristocracy,aristocracy,babban matsayi,babban matsayi
aristocratic,aristocratic,dan babban gida mai matukar matsayi,dan babban gida mai matukar matsayi
armed,dauke da makamai,NA,dauke da makamai
armor,makamai,NA,makamai
aroma,ƙanshi,NA,ƙanshi
arouse,tada,NA,tada
array,tsararru,NA,tsararru
art,fasaha,NA,fasaha
articulation,magana,NA,magana
artisan,mai sana'a,NA,mai sana'a
artiste,mawaƙi,NA,mawaƙi
artistic,m,na fasaha,na fasaha
ascendancy,hauhawa,NA,hauhawa
ascent,hawan,NA,hawan
aspiring,m,mai zumudi,mai zumudi
assembly,taro,NA,taro
assent,yarda,NA,yarda
asserting,tabbatarwa,NA,tabbatarwa
assist,taimaka,NA,taimaka
assistance,taimako,NA,taimako
associate,abokin tarayya,NA,abokin tarayya
assuage,assuage,gamsuwa,gamsuwa
assured,tabbatar,NA,tabbatar
astrologer,masanin taurari,NA,masanin taurari
astronaut,dan sama jannati,NA,dan sama jannati
astronomer,masanin taurari,NA,masanin taurari
astute,mai hankali,NA,mai hankali
athlete,ɗan wasa,NA,ɗan wasa
athletic,'yan wasa,wasan tsalle-tsalle,wasan tsalle-tsalle
atom,atom,kwayar zarra,kwayar zarra
atone,kafara,yafewa,yafewa
atonement,kaffara,NA,kaffara
attachment,abin da aka makala,NA,abin da aka makala
attainable,samuwa,NA,samuwa
attainment,samu,NA,samu
attendant,mai hidima,NA,mai hidima
attention,hankali,NA,hankali
attest,shaida,NA,shaida
attorney,lauya,NA,lauya
attractiveness,sha'awa,NA,sha'awa
augment,ƙara,jayayya,jayayya
august,august,mai martaba,mai martaba
aunt,inna,goggo,goggo
aura,aura,alfarma,alfarma
authenticity,sahihanci,NA,sahihanci
author,marubuci,NA,marubuci
authorization,izini,NA,izini
authorized,izini,NA,izini
avatar,avatar,shugaba,shugaba
aye,iya,yaya dai,yaya dai
baby,jariri,NA,jariri
baccalaureate,baccalaureate,shaidar karatu,shaidar karatu
balance,ma'auni,NA,ma'auni
ballad,Ballad,wakar labari,wakar labari
ballet,yar rawa,NA,yar rawa
ballot,kuri'a,NA,kuri'a
balm,balm,bam,bam
balsam,balsam,itatuwan magani,itatuwan magani
banquet,liyafa,NA,liyafa
baptism,baftisma,NA,baftisma
baptismal,baftisma,NA,baftisma
bard,bard,mawaki,mawaki
basketball,kwando,kwallon kwando,kwallon kwando
bastion,bastion,tsari,tsari
bath,wanka,NA,wanka
beam,katako,haske,haske
beaming,haske,NA,haske
beautification,ado,NA,ado
bedrock,gindin gado,Kai'doji,Kai'doji
beer,giya,NA,giya
befitting,dacewa,NA,dacewa
befriend,abota,NA,abota
believing,imani,NA,imani
benign,m,mai Kara lafiya,mai Kara lafiya
berth,kwanciya,NA,kwanciya
betrothed,alkawari,NA,alkawari
betterment,kyautatawa,NA,kyautatawa
beverage,abin sha,NA,abin sha
biblical,Littafi Mai Tsarki,NA,Littafi Mai Tsarki
bilingual,mai harshe biyu,NA,mai harshe biyu
birth,haihuwa,NA,haihuwa
birthday,ranar haihuwa,NA,ranar haihuwa
blessed,mai albarka,NA,mai albarka
blessings,albarka,NA,albarka
bloodless,marasa jini,NA,marasa jini
boast,alfahari,NA,alfahari
bodyguard,mai gadi,mai gadin mutum,mai gadin mutum
boisterous,hayaniya,NA,hayaniya
boldness,ƙarfin hali,NA,ƙarfin hali
bonanza,bonanza,garabasa,garabasa
bonne,bonne,yar aikatau,yar aikatau
bookish,littafi,NA,littafi
bookshop,kantin sayar da littattafai,NA,kantin sayar da littattafai
bookworm,littafin littafi,mayen karatu,mayen karatu
boon,boon,yanayi mai dacewa,yanayi mai dacewa
bounty,falala,NA,falala
bouquet,bouquet,cinkon fure,cinkon fure
brains,kwakwalwa,NA,kwakwalwa
breakfast,karin kumallo,NA,karin kumallo
bridal,amarya,na amarci,na amarci
bride,amarya,NA,amarya
bridegroom,ango,NA,ango
bridesmaid,amarya,kawayen amarya,kawayen amarya
brocade,dangi,shadda,shadda
brother,dan uwa,NA,dan uwa
brotherhood,yan'uwantaka,NA,yan'uwantaka
buck,buk,kudurcewa,kudurcewa
buddy,aboki,NA,aboki
build,gina,NA,gina
building,gini,NA,gini
bulldog,bulldog,gajeren kare,gajeren kare
bulletproof,harsasai,silke mai tare harsashi,silke mai tare harsashi
buoy,bugu,NA,bugu
buss,buss,babbar mota,babbar mota
butler,mai shayarwa,NA,mai shayarwa
buttery,man shanu,NA,man shanu
buxom,buxom,mai fadin kugu,mai fadin kugu
buzz,buzz,kukan zuma,kukan zuma
cab,taksi,NA,taksi
cabinet,majalisar,NA,majalisar
cafe,cafe,sahago,sahago
calculator,kalkuleta,NA,kalkuleta
calf,maraƙi,NA,maraƙi
canary,kanari,NA,kanari
candid,m,zahiri,zahiri
candidate,dan takara,NA,dan takara
candied,candied,a zahiri,a zahiri
capitalist,dan jari hujja,NA,dan jari hujja
captain,kyaftin,NA,kyaftin
career,sana'a,aiki,aiki
caress,shafa,NA,shafa
caretaker,mai kulawa,NA,mai kulawa
carol,carol,tshohuwar waka,tshohuwar waka
cascade,cascade,zuwan abu bi-da-bi,zuwan abu bi-da-bi
cash,tsabar kudi,NA,tsabar kudi
categorical,na rarrabuwa,a rarrabe,a rarrabe
cater,shirya,NA,shirya
cathartic,cathartic,samun sassauci,samun sassauci
cathedral,babban coci,NA,babban coci
cautious,m,mai kula,mai kula
cautiously,a hankali,NA,a hankali
celebrity,shahararre,NA,shahararre
celestial,na sama,NA,na sama
center,tsakiya,NA,tsakiya
centurion,jarumi,NA,jarumi
cerebral,kwakwalwa,NA,kwakwalwa
ceremony,bikin,NA,bikin
certainty,yaƙ .ni,yakini,yakini
chairman,shugaba,NA,shugaba
chairwoman,shugabar mata,NA,shugabar mata
chant,waƙa,NA,waƙa
charger,caja,NA,caja
charity,sadaka,NA,sadaka
charmed,fara'a,NA,fara'a
chastity,tsarki,NA,tsarki
chattering,hira,NA,hira
checklist,lissafin lissafi,NA,lissafin lissafi
cheerfulness,fara'a,NA,fara'a
chemist,likitanci,mai magani,mai magani
cherry,ceri,wani dunkulallen dan itaciya,wani dunkulallen dan itaciya
chieftain,shugaba,NA,shugaba
child,yaro,NA,yaro
childhood,ƙuruciya,NA,ƙuruciya
chirp,kururuwa,NA,kururuwa
chisel,chisel,mai nuna yaudara,mai nuna yaudara
chocolate,cakulan,NA,cakulan
choice,zabi,NA,zabi
choir,mawaƙa,NA,mawaƙa
choral,mawaƙa,NA,mawaƙa
chorus,mawaƙa,amshin waka,amshin waka
chosen,zaba,NA,zaba
chowder,mahaukaci,NA,mahaukaci
chronicle,labari,NA,labari
chuckle,dariya,NA,dariya
church,coci,NA,coci
cider,cider,lemon tuffa,lemon tuffa
circumcision,kaciya,NA,kaciya
circumvention,dawafi,NA,dawafi
citizen,ɗan ƙasa,NA,ɗan ƙasa
civil,farar hula,NA,farar hula
civilization,wayewa,NA,wayewa
civilized,wayewa,NA,wayewa
clairvoyant,clairvoyant,fihimta fiye da kima,fihimta fiye da kima
clap,tafada,tafi,tafi
clarify,bayyana,NA,bayyana
classical,na gargajiya,NA,na gargajiya
classics,litattafan gargajiya,NA,litattafan gargajiya
classify,rarrabasu,NA,rarrabasu
cleaning,tsaftacewa,NA,tsaftacewa
cleanse,tsarkake,NA,tsarkake
cleansing,tsarkakewa,NA,tsarkakewa
clearance,yarda,NA,yarda
clearness,tsabta,NA,tsabta
clerical,malami,NA,malami
cleverness,wayo,NA,wayo
climax,ƙarshe,NA,ƙarshe
closeness,kusanci,NA,kusanci
closure,rufewa,NA,rufewa
clothe,sutura,NA,sutura
clown,wawa,cali-cali,cali-cali
coalition,haɗin gwiwa,NA,haɗin gwiwa
coast,bakin teku,NA,bakin teku
coexist,zama tare,NA,zama tare
cogent,cogent,na halitta,na halitta
cognitive,fahimi,na fahimta,na fahimta
collectively,tare,NA,tare
colonel,kanar,NA,kanar
colossal,babba,NA,babba
commandant,kwamanda,NA,kwamanda
commanding,umarni,umarni,umarni
commemorate,tunawa,NA,tunawa
commemoration,tunawa,NA,tunawa
commemorative,abin tunawa,NA,abin tunawa
commentator,mai sharhi,NA,mai sharhi
commodore,commodore,jagoran jirgin ruwa,jagoran jirgin ruwa
commonwealth,gama gari,NA,gama gari
communicate,sadarwa,NA,sadarwa
communicative,mai sadarwa,NA,mai sadarwa
communion,tarayya,NA,tarayya
community,al'umma,NA,al'umma
commutation,canjawa,NA,canjawa
commute,tafiya,NA,tafiya
companion,aboki,NA,aboki
compatibility,karfinsu,tausayawa,tausayawa
compelling,tursasawa,NA,tursasawa
compensate,rama,NA,rama
compensatory,diyya,NA,diyya
competence,iyawa,NA,iyawa
competency,iyawa,NA,iyawa
complacency,rashin gamsuwa,NA,rashin gamsuwa
completely,gaba daya,NA,gaba daya
completeness,cikawa,NA,cikawa
completing,kammalawa,NA,kammalawa
completion,kammalawa,NA,kammalawa
compliance,biyayya,NA,biyayya
complicity,haɗin kai,NA,haɗin kai
composed,hada,NA,hada
composer,mawaki,NA,mawaki
composure,nutsuwa,NA,nutsuwa
comprehend,fahimta,NA,fahimta
comrade,aboki,NA,aboki
concentric,mai da hankali,NA,mai da hankali
conciliation,sulhu,NA,sulhu
concluding,kammalawa,NA,kammalawa
concord,yarjejeniya,NA,yarjejeniya
concordance,concordance,dacewa,dacewa
condolence,ta'aziyya,NA,ta'aziyya
condone,yarda,NA,yarda
conducive,mai kyau,NA,mai kyau
conductivity,watsin aiki,sarrafuwa da lantarki,sarrafuwa da lantarki
confederate,hadaddiya,NA,hadaddiya
confess,furta,NA,furta
confirmed,tabbatar,NA,tabbatar
conformance,dacewa,NA,dacewa
congregation,ikilisiya,taron coci,taron coci
congruence,daidaituwa,NA,daidaituwa
connoisseur,masani,NA,masani
conscience,lamiri,wasuwasi,wasuwasi
consciousness,sani,NA,sani
consecration,keɓewa,NA,keɓewa
conservation,kiyayewa,NA,kiyayewa
conserve,kiyayewa,NA,kiyayewa
considerable,babba,NA,babba
consistency,daidaito,NA,daidaito
console,na'ura wasan bidiyo,masarrafin na'ura,masarrafin na'ura
consonant,baƙaƙe,NA,baƙaƙe
constancy,daidaito,NA,daidaito
constant,akai,akai -akai,akai -akai
constitutional,tsarin mulki,NA,tsarin mulki
construct,yi,tsara,tsara
contact,lamba,matuntuba,matuntuba
contemplation,tunani,yawon tunani,yawon tunani
content,abun ciki,NA,abun ciki
continue,ci gaba,NA,ci gaba
contour,kwane -kwane,NA,kwane -kwane
contribute,ba da gudummawa,NA,ba da gudummawa
contributor,mai ba da gudummawa,NA,mai ba da gudummawa
convent,gidan zuhudu,zuhudu,zuhudu
convention,babban taro,NA,babban taro
conversant,mai tattaunawa,NA,mai tattaunawa
conversational,hira,NA,hira
convert,tuba,NA,tuba
coolness,sanyin jiki,NA,sanyin jiki
cooperate,hada kai,NA,hada kai
cooperating,hadin kai,NA,hadin kai
cooperation,hadin kai,NA,hadin kai
core,cibiya,muhimmi,muhimmi
coronation,nadin sarauta,NA,nadin sarauta
corporation,kamfani,aiki tare,aiki tare
corporeal,jiki,abinda zaa iya gani a taba,abinda zaa iya gani a taba
corrective,gyara,NA,gyara
